Wavelength;Response
538.8214; 0.01
539.7411; 0.02297
540.7255; 0.05619
541.7313; 0.12651
542.7304; 0.24326
543.7491; 0.40981
544.7339; 0.59926
545.7384; 0.77595
546.7367; 0.89898
547.7299; 0.96551
548.7455; 0.9855
549.733; 0.99223
550.7463; 1
551.735; 0.99494
552.7269; 0.98212
553.7495; 0.97823
554.7253; 0.96806
555.7338; 0.95739
556.7492; 0.95718
557.7446; 0.95077
558.7462; 0.93666
559.726; 0.91483
560.7376; 0.86969
561.725; 0.78703
562.7418; 0.67157
563.7314; 0.52745
564.7473; 0.35015
565.7331; 0.19514
566.7422; 0.08616
567.7462; 0.03147
568.7438; 0.01154
568.9575; 0.01










