Wavelength;Response
525.00; 0.00005
525.50; 0.00029
526.00; 0.00032
526.50; 0.00035
527.00; 0.00038
527.50; 0.00031
528.00; 0.00034
528.50; 0.00031
529.00; 0.00031
529.50; 0.00031
530.00; 0.00027
530.50; 0.00001
531.00; 0.00001
531.50; 0.00014
532.00; 0.00013
532.50; 0.00023
533.00; 0.00031
533.50; 0.0004
534.00; 0.0006
534.50; 0.00087
535.00; 0.00115
535.50; 0.00156
536.00; 0.00208
536.50; 0.00282
537.00; 0.0039
537.50; 0.00553
538.00; 0.00748
538.50; 0.01095
539.00; 0.01612
539.50; 0.0229
540.00; 0.03563
540.50; 0.05632
541.00; 0.08317
541.50; 0.13346
542.00; 0.20556
542.50; 0.28798
543.00; 0.40223
543.50; 0.51883
544.00; 0.59731
544.50; 0.67131
545.00; 0.7168
545.50; 0.75143
546.00; 0.78518
546.50; 0.82516
547.00; 0.85011
547.50; 0.87792
548.00; 0.87401
548.50; 0.84562
549.00; 0.76329
549.50; 0.68256
550.00; 0.65863
550.50; 0.69862
551.00; 0.74144
551.50; 0.76853
552.00; 0.78243
552.50; 0.79806
553.00; 0.80722
553.50; 0.82982
554.00; 0.84915
554.50; 0.8723
555.00; 0.89286
555.50; 0.91572
556.00; 0.92435
556.50; 0.9386
557.00; 0.94248
557.50; 0.9507
558.00; 0.95546
558.50; 0.96931
559.00; 0.97463
559.50; 0.99031
560.00; 0.99529
560.50; 1
561.00; 0.98859
561.50; 0.96963
562.00; 0.93398
562.50; 0.88519
563.00; 0.81716
563.50; 0.75518
564.00; 0.66576
564.50; 0.57066
565.00; 0.48041
565.50; 0.37086
566.00; 0.2664
566.50; 0.19155
567.00; 0.12239
567.50; 0.07704
568.00; 0.05166
568.50; 0.03259
569.00; 0.02085
569.50; 0.01459
570.00; 0.00945
570.50; 0.00626
571.00; 0.00417
571.50; 0.00246
572.00; 0.00134
572.50; 0.0009
573.00; 0.00077
573.50; 0.00069
574.00; 0.00063
574.50; 0.00049
575.00; 0.00041
575.50; 0.00038
576.00; 0.0003
576.50; 0.00025
577.00; 0.00021
577.50; 0.00015
578.00; 0.00013
578.50; 0.00011
579.00; 0.00013
579.50; 0.00011
580.00; 0.00007
580.50; 0.00006
581.00; 0.00004
581.50; 0.00011
582.00; 0.00001
582.50; 0.00001
583.00; 0.00004
583.50; 0.00001
584.00; 0.00004
584.50; 0.00001
585.00; 0.00002
