Wavelength;Reflectance;Sigma
1307.00000;0.510051;0.02
1308.00000;0.509118;0.02
1309.00000;0.494036;0.02
1310.00000;0.496316;0.02
1311.00000;0.49309;0.02
1312.00000;0.485618;0.02
1313.00000;0.474459;0.02
1314.00000;0.469323;0.02
1315.00000;0.469189;0.02
1316.00000;0.478298;0.02
1317.00000;0.478042;0.02
1318.00000;0.472548;0.02
1319.00000;0.45338;0.02
1320.00000;0.438629;0.02
1321.00000;0.433552;0.02
1322.00000;0.438648;0.02
1323.00000;0.455591;0.02
1324.00000;0.460561;0.02
1325.00000;0.451599;0.02
1326.00000;0.445831;0.02
1327.00000;0.42316;0.02
1328.00000;0.395489;0.02
1329.00000;0.336373;0.02
1330.00000;0.313712;0.02
1331.00000;0.299941;0.02
1332.00000;0.304268;0.02
1333.00000;0.319864;0.02
1334.00000;0.339203;0.02
1335.00000;0.351336;0.02
1336.00000;0.355151;0.02
1337.00000;0.357109;0.02
1338.00000;0.366855;0.02
1339.00000;0.372399;0.02
1340.00000;0.384537;0.02
1341.00000;0.379217;0.02
1342.00000;0.380721;0.02
1343.00000;0.35441;0.02
1344.00000;0.327298;0.02
1345.00000;0.24899;0.02
1346.00000;0.195692;0.02
1347.00000;0.166668;0.02
1348.00000;0.127271;0.02
1349.00000;0.113363;0.02
1350.00000;0.0792047;0.02
1351.00000;0.0638689;0.02
1352.00000;0.0397616;0.02
1353.00000;0.0219425;0.02
1354.00000;0.0151265;0.02
1355.00000;0.0102045;0.02
1356.00000;0.00626718;0.02
1357.00000;0.00332918;0.02
1358.00000;0.00214234;0.02
1359.00000;0.000911254;0.02
1360.00000;0.000700987;0.02
1361.00000;0.000730608;0.02
1362.00000;0.000646219;0.02
1363.00000;0.000737677;0.02
1364.00000;0.000626517;0.02
1365.00000;0.000970534;0.02
1366.00000;0.000959717;0.02
1367.00000;0.000863202;0.02
1368.00000;0.000702159;0.02
1369.00000;0.000762296;0.02
1370.00000;0.00117773;0.02
1371.00000;0.00253561;0.02
1372.00000;0.00634352;0.02
1373.00000;0.0116435;0.02
1374.00000;0.0155501;0.02
1375.00000;0.0179138;0.02
1376.00000;0.016251;0.02
1377.00000;0.0131442;0.02
1378.00000;0.00827067;0.02
1379.00000;0.00442321;0.02
1380.00000;0.00192956;0.02
1381.00000;0.000989188;0.02
1382.00000;0.000777677;0.02
1383.00000;0.000730218;0.02
1384.00000;0.00100815;0.02
1385.00000;0.00165681;0.02
1386.00000;0.0029329;0.02
1387.00000;0.00814359;0.02
1388.00000;0.0131114;0.02
1389.00000;0.0164933;0.02
1390.00000;0.0172136;0.02
1391.00000;0.0152493;0.02
1392.00000;0.00965612;0.02
1393.00000;0.00629195;0.02
1394.00000;0.00403218;0.02
1395.00000;0.00501935;0.02
1396.00000;0.00815849;0.02
1397.00000;0.0128068;0.02
1398.00000;0.0131855;0.02
1399.00000;0.0117536;0.02
1400.00000;0.0110491;0.02
1401.00000;0.012272;0.02
1402.00000;0.0169841;0.02
1403.00000;0.0223826;0.02
1404.00000;0.0205534;0.02
1405.00000;0.0219707;0.02
1406.00000;0.01948;0.02
1407.00000;0.0210539;0.02
1408.00000;0.0282669;0.02
1409.00000;0.0371452;0.02
1410.00000;0.0513982;0.02
1411.00000;0.0683853;0.02
1412.00000;0.0668885;0.02
1413.00000;0.0789114;0.02
1414.00000;0.0748035;0.02
1415.00000;0.0872924;0.02
1416.00000;0.0972801;0.02
1417.00000;0.102947;0.02
1418.00000;0.102658;0.02
1419.00000;0.106352;0.02
1420.00000;0.110404;0.02
1421.00000;0.127281;0.02
1422.00000;0.135523;0.02
1423.00000;0.13838;0.02
1424.00000;0.135451;0.02
1425.00000;0.133493;0.02
1426.00000;0.135833;0.02
1427.00000;0.14204;0.02
1428.00000;0.14574;0.02
1429.00000;0.154321;0.02
1430.00000;0.147695;0.02
1431.00000;0.132466;0.02
1432.00000;0.123589;0.02
1433.00000;0.122716;0.02
1434.00000;0.119618;0.02
1435.00000;0.130876;0.02
1436.00000;0.135558;0.02
1437.00000;0.136369;0.02
1438.00000;0.148633;0.02
1439.00000;0.152814;0.02
1440.00000;0.158858;0.02
1441.00000;0.161703;0.02
1442.00000;0.159347;0.02
1443.00000;0.161512;0.02
1444.00000;0.16675;0.02
1445.00000;0.168182;0.02
1446.00000;0.178797;0.02
1447.00000;0.188256;0.02
1448.00000;0.189948;0.02
1449.00000;0.185808;0.02
1450.00000;0.177189;0.02
1451.00000;0.182141;0.02
1452.00000;0.19739;0.02
1453.00000;0.225728;0.02
1454.00000;0.256905;0.02
1455.00000;0.279836;0.02
1456.00000;0.30285;0.02
1457.00000;0.302275;0.02
1458.00000;0.303478;0.02
1459.00000;0.290918;0.02
1460.00000;0.274344;0.02
1461.00000;0.270681;0.02
1462.00000;0.255544;0.02
1463.00000;0.251306;0.02
1464.00000;0.249216;0.02
1465.00000;0.235085;0.02
1466.00000;0.219162;0.02
1467.00000;0.214045;0.02
1468.00000;0.200878;0.02
1469.00000;0.183508;0.02
1470.00000;0.176271;0.02
1471.00000;0.196252;0.02
1472.00000;0.223735;0.02
1473.00000;0.260466;0.02
1474.00000;0.296964;0.02
1475.00000;0.294951;0.02
1476.00000;0.297739;0.02
1477.00000;0.282879;0.02
1478.00000;0.27151;0.02
1479.00000;0.259853;0.02
1480.00000;0.264974;0.02
1481.00000;0.281585;0.02
1482.00000;0.297245;0.02
1483.00000;0.300887;0.02
1484.00000;0.302179;0.02
1485.00000;0.300991;0.02
1486.00000;0.31274;0.02
1487.00000;0.34132;0.02
1488.00000;0.33836;0.02
1489.00000;0.375886;0.02
1490.00000;0.40447;0.02
1491.00000;0.424128;0.02
1492.00000;0.422816;0.02
1493.00000;0.427363;0.02
1494.00000;0.430098;0.02
1495.00000;0.437492;0.02
1496.00000;0.455178;0.02
1497.00000;0.451193;0.02
1498.00000;0.469893;0.02
1499.00000;0.479522;0.02
1500.00000;0.493127;0.02
1501.00000;0.489247;0.02
1502.00000;0.488419;0.02
1503.00000;0.480179;0.02
1504.00000;0.485927;0.02
1505.00000;0.498098;0.02
1506.00000;0.498669;0.02
1507.00000;0.506102;0.02
1508.00000;0.514965;0.02
1509.00000;0.515592;0.02
1510.00000;0.520144;0.02
1511.00000;0.526551;0.02
1512.00000;0.524544;0.02
1513.00000;0.535977;0.02
1514.00000;0.523057;0.02
1515.00000;0.533739;0.02
1516.00000;0.533413;0.02
1517.00000;0.537658;0.02
1518.00000;0.544229;0.02
1519.00000;0.55337;0.02
1520.00000;0.556401;0.02
1521.00000;0.559613;0.02
1522.00000;0.563024;0.02
1523.00000;0.568013;0.02
1524.00000;0.565484;0.02
1525.00000;0.561988;0.02
1526.00000;0.561163;0.02
1527.00000;0.563279;0.02
1528.00000;0.562953;0.02
1529.00000;0.568183;0.02
1530.00000;0.567937;0.02
1531.00000;0.572501;0.02
1532.00000;0.568702;0.02
1533.00000;0.57006;0.02
1534.00000;0.570543;0.02
1535.00000;0.570416;0.02
1536.00000;0.567358;0.02
1537.00000;0.569456;0.02
1538.00000;0.571317;0.02
1539.00000;0.574165;0.02
1540.00000;0.578579;0.02
1541.00000;0.578181;0.02
1542.00000;0.579556;0.02
1543.00000;0.579951;0.02
1544.00000;0.57953;0.02
1545.00000;0.58875;0.02
1546.00000;0.587892;0.02
1547.00000;0.59253;0.02
1548.00000;0.594574;0.02
1549.00000;0.59369;0.02
1550.00000;0.59446;0.02
1551.00000;0.594578;0.02
1552.00000;0.597221;0.02
1553.00000;0.596618;0.02
1554.00000;0.601171;0.02
1555.00000;0.595929;0.02
1556.00000;0.599245;0.02
1557.00000;0.601793;0.02
1558.00000;0.600943;0.02
1559.00000;0.598842;0.02
1560.00000;0.600353;0.02
1561.00000;0.597959;0.02
1562.00000;0.59799;0.02
1563.00000;0.594826;0.02
1564.00000;0.594336;0.02
1565.00000;0.58561;0.02
1566.00000;0.586714;0.02
1567.00000;0.572896;0.02
1568.00000;0.562647;0.02
1569.00000;0.544198;0.02
1570.00000;0.536911;0.02
1571.00000;0.53596;0.02
1572.00000;0.531579;0.02
1573.00000;0.537009;0.02
1574.00000;0.545196;0.02
1575.00000;0.550649;0.02
1576.00000;0.542979;0.02
1577.00000;0.54263;0.02
1578.00000;0.549821;0.02
1579.00000;0.552543;0.02
1580.00000;0.557128;0.02
1581.00000;0.557636;0.02
1582.00000;0.570428;0.02
1583.00000;0.57933;0.02
1584.00000;0.587159;0.02
1585.00000;0.58403;0.02
1586.00000;0.591189;0.02
1587.00000;0.593167;0.02
1588.00000;0.596433;0.02
1589.00000;0.59684;0.02
1590.00000;0.597386;0.02
1591.00000;0.599822;0.02
1592.00000;0.594058;0.02
1593.00000;0.598127;0.02
1594.00000;0.58984;0.02
1595.00000;0.590908;0.02
1596.00000;0.588968;0.02
1597.00000;0.581372;0.02
1598.00000;0.5684;0.02
1599.00000;0.552445;0.02
1600.00000;0.547543;0.02
1601.00000;0.5468;0.02
1602.00000;0.544971;0.02
1603.00000;0.547022;0.02
1604.00000;0.552739;0.02
1605.00000;0.548494;0.02
1606.00000;0.549222;0.02
1607.00000;0.550863;0.02
1608.00000;0.550147;0.02
1609.00000;0.551035;0.02
1610.00000;0.55039;0.02
1611.00000;0.557421;0.02
1612.00000;0.567114;0.02
1613.00000;0.572449;0.02
1614.00000;0.568874;0.02
1615.00000;0.575556;0.02
1616.00000;0.584917;0.02
1617.00000;0.592059;0.02
1618.00000;0.587816;0.02
1619.00000;0.594863;0.02
1620.00000;0.597289;0.02
1621.00000;0.599549;0.02
1622.00000;0.607288;0.02
1623.00000;0.604743;0.02
1624.00000;0.610043;0.02
1625.00000;0.609989;0.02
1626.00000;0.60432;0.02
1627.00000;0.608639;0.02
1628.00000;0.608582;0.02
1629.00000;0.598386;0.02
1630.00000;0.599499;0.02
1631.00000;0.609142;0.02
1632.00000;0.598973;0.02
1633.00000;0.60165;0.02
1634.00000;0.603542;0.02
1635.00000;0.601639;0.02
1636.00000;0.594119;0.02
1637.00000;0.592451;0.02
1638.00000;0.590293;0.02
1639.00000;0.586385;0.02
1640.00000;0.582642;0.02
1641.00000;0.577901;0.02
1642.00000;0.586653;0.02
1643.00000;0.579846;0.02
1644.00000;0.586367;0.02
1645.00000;0.583555;0.02
1646.00000;0.586354;0.02
1647.00000;0.582662;0.02
1648.00000;0.585701;0.02
1649.00000;0.582196;0.02
1650.00000;0.582207;0.02
1651.00000;0.58474;0.02
1652.00000;0.586805;0.02
1653.00000;0.592171;0.02
1654.00000;0.592068;0.02
1655.00000;0.589116;0.02
1656.00000;0.59142;0.02
1657.00000;0.594736;0.02
1658.00000;0.594848;0.02
1659.00000;0.60042;0.02
1660.00000;0.593985;0.02
1661.00000;0.600626;0.02
1662.00000;0.591344;0.02
1663.00000;0.591532;0.02
1664.00000;0.588033;0.02
1665.00000;0.589344;0.02
1666.00000;0.588967;0.02
1667.00000;0.594599;0.02
1668.00000;0.590589;0.02
1669.00000;0.599964;0.02
1670.00000;0.60056;0.02
1671.00000;0.598186;0.02
1672.00000;0.601368;0.02
1673.00000;0.600121;0.02
1674.00000;0.592715;0.02
1675.00000;0.600252;0.02
1676.00000;0.597525;0.02
1677.00000;0.602193;0.02
1678.00000;0.603231;0.02
1679.00000;0.596227;0.02
1680.00000;0.604946;0.02
1681.00000;0.598983;0.02
1682.00000;0.601751;0.02
1683.00000;0.601032;0.02
1684.00000;0.597691;0.02
1685.00000;0.607326;0.02
1686.00000;0.595531;0.02
1687.00000;0.599807;0.02
1688.00000;0.593865;0.02
1689.00000;0.599137;0.02
1690.00000;0.596734;0.02
1691.00000;0.597761;0.02
1692.00000;0.597978;0.02
1693.00000;0.598731;0.02
1694.00000;0.597301;0.02
1695.00000;0.59826;0.02
1696.00000;0.597473;0.02
1697.00000;0.59668;0.02
1698.00000;0.600424;0.02
1699.00000;0.597553;0.02
1700.00000;0.594874;0.02
1701.00000;0.596721;0.02
1702.00000;0.604479;0.02
1703.00000;0.600137;0.02
1704.00000;0.5997;0.02
1705.00000;0.597077;0.02
1706.00000;0.600842;0.02
1707.00000;0.594318;0.02
1708.00000;0.592515;0.02
1709.00000;0.587457;0.02
1710.00000;0.595192;0.02
1711.00000;0.590619;0.02
1712.00000;0.59529;0.02
1713.00000;0.589432;0.02
1714.00000;0.591555;0.02
1715.00000;0.593277;0.02
1716.00000;0.590479;0.02
1717.00000;0.595119;0.02
1718.00000;0.595043;0.02
1719.00000;0.593;0.02
1720.00000;0.583852;0.02
1721.00000;0.584629;0.02
1722.00000;0.579481;0.02
1723.00000;0.579055;0.02
1724.00000;0.576554;0.02
1725.00000;0.578541;0.02
1726.00000;0.58221;0.02
1727.00000;0.578891;0.02
1728.00000;0.579798;0.02
1729.00000;0.584547;0.02
1730.00000;0.58346;0.02
1731.00000;0.573057;0.02
1732.00000;0.575497;0.02
1733.00000;0.57576;0.02
1734.00000;0.566321;0.02
1735.00000;0.565031;0.02
1736.00000;0.562407;0.02
1737.00000;0.564592;0.02
1738.00000;0.564195;0.02
1739.00000;0.560888;0.02
1740.00000;0.556892;0.02
1741.00000;0.555749;0.02
1742.00000;0.555446;0.02
1743.00000;0.554801;0.02
1744.00000;0.553377;0.02
1745.00000;0.553242;0.02
1746.00000;0.549991;0.02
1747.00000;0.547848;0.02
1748.00000;0.554444;0.02
1749.00000;0.550151;0.02
1750.00000;0.54839;0.02
1751.00000;0.553504;0.02
1752.00000;0.548493;0.02
1753.00000;0.551769;0.02
1754.00000;0.551893;0.02
1755.00000;0.542369;0.02
1756.00000;0.541898;0.02
1757.00000;0.545489;0.02
1758.00000;0.546611;0.02
1759.00000;0.549265;0.02
1760.00000;0.543231;0.02
1761.00000;0.535761;0.02
1762.00000;0.536387;0.02
1763.00000;0.526415;0.02
1764.00000;0.512582;0.02
1765.00000;0.512281;0.02
1766.00000;0.512441;0.02
1767.00000;0.51291;0.02
1768.00000;0.512332;0.02
1769.00000;0.512794;0.02
1770.00000;0.514755;0.02
1771.00000;0.514387;0.02
1772.00000;0.502972;0.02
1773.00000;0.499108;0.02
1774.00000;0.486072;0.02
1775.00000;0.47068;0.02
1776.00000;0.47277;0.02
1777.00000;0.461968;0.02
1778.00000;0.446945;0.02
1779.00000;0.450067;0.02
1780.00000;0.445187;0.02
1781.00000;0.44084;0.02
1782.00000;0.438566;0.02
1783.00000;0.428999;0.02
1784.00000;0.432197;0.02
1785.00000;0.4341;0.02
1786.00000;0.428848;0.02
1787.00000;0.430809;0.02
1788.00000;0.431145;0.02
1789.00000;0.411485;0.02
1790.00000;0.414148;0.02
1791.00000;0.392844;0.02
1792.00000;0.389903;0.02
1793.00000;0.364719;0.02
1794.00000;0.347764;0.02
1795.00000;0.345984;0.02
1796.00000;0.318474;0.02
1797.00000;0.29321;0.02
1798.00000;0.295702;0.02
1799.00000;0.244944;0.02
1800.00000;0.245991;0.02
1801.00000;0.212538;0.02
1802.00000;0.192862;0.02
1803.00000;0.194373;0.02
1804.00000;0.188713;0.02
1805.00000;0.18546;0.02
1806.00000;0.168669;0.02
1807.00000;0.166126;0.02
1808.00000;0.156635;0.02
1809.00000;0.132678;0.02
1810.00000;0.114092;0.02
1811.00000;0.115619;0.02
1812.00000;0.0971125;0.02
1813.00000;0.0967197;0.02
1814.00000;0.0852851;0.02
1815.00000;0.0631737;0.02
1816.00000;0.0631718;0.02
1817.00000;0.0573756;0.02
1818.00000;0.0524236;0.02
1819.00000;0.0427051;0.02
1820.00000;0.0375922;0.02
1821.00000;0.0375902;0.02
1822.00000;0.0339797;0.02
1823.00000;0.0348316;0.02
1824.00000;0.0298668;0.02
1825.00000;0.0168535;0.02
1826.00000;0.0168709;0.02
1827.00000;0.0111263;0.02
1828.00000;0.00971073;0.02
1829.00000;0.0047132;0.02
1830.00000;0.00271185;0.02
1831.00000;0.00273195;0.02
1832.00000;0.00168416;0.02
1833.00000;0.0015731;0.02
1834.00000;0.000854237;0.02
1835.00000;0.000465032;0.02
1836.00000;0.000392499;0.02
1837.00000;0.000275523;0.02
1838.00000;0.000327022;0.02
1839.00000;0.000266354;0.02
1840.00000;0.000459028;0.02
1841.00000;0.000502221;0.02
1842.00000;0.000790032;0.02
1843.00000;0.000754288;0.02
1844.00000;0.000935265;0.02
1845.00000;0.000880816;0.02
1846.00000;0.000751005;0.02
1847.00000;0.00055135;0.02
1848.00000;0.000607021;0.02
1849.00000;0.000540135;0.02
1850.00000;0.000518366;0.02
1851.00000;0.000517158;0.02
1852.00000;0.000568276;0.02
1853.00000;0.000550714;0.02
1854.00000;0.000499854;0.02
1855.00000;0.000590033;0.02
1856.00000;0.000536574;0.02
1857.00000;0.000612632;0.02
1858.00000;0.000764237;0.02
1859.00000;0.00155498;0.02
1860.00000;0.00152016;0.02
1861.00000;0.00274548;0.02
1862.00000;0.00258955;0.02
1863.00000;0.00289006;0.02
1864.00000;0.00238642;0.02
1865.00000;0.0024074;0.02
1866.00000;0.00115304;0.02
1867.00000;0.00109966;0.02
1868.00000;0.000357808;0.02
1869.00000;0.000344419;0.02
1870.00000;0.000139505;0.02
1871.00000;7.91717e-05;0.02
1872.00000;0.000115538;0.02
1873.00000;0.000106204;0.02
1874.00000;0.000157074;0.02
1875.00000;0.00039122;0.02
1876.00000;0.000382009;0.02
1877.00000;0.00152609;0.02
1878.00000;0.00351791;0.02
1879.00000;0.0034459;0.02
1880.00000;0.00587118;0.02
1881.00000;0.00595703;0.02
1882.00000;0.00828382;0.02
1883.00000;0.00892805;0.02
1884.00000;0.0104039;0.02
1885.00000;0.0104521;0.02
1886.00000;0.010566;0.02
1887.00000;0.0108242;0.02
1888.00000;0.0108323;0.02
1889.00000;0.00844746;0.02
1890.00000;0.00844194;0.02
1891.00000;0.00737696;0.02
1892.00000;0.00733586;0.02
1893.00000;0.00645912;0.02
1894.00000;0.00562435;0.02
1895.00000;0.00537024;0.02
1896.00000;0.00360668;0.02
1897.00000;0.00363809;0.02
1898.00000;0.00180793;0.02
1899.00000;0.00184806;0.02
1900.00000;0.000968846;0.02
1901.00000;0.000910034;0.02
1902.00000;0.000774091;0.02
1903.00000;0.00107591;0.02
1904.00000;0.0010711;0.02
1905.00000;0.00177324;0.02
1906.00000;0.00172423;0.02
1907.00000;0.00274033;0.02
1908.00000;0.00268298;0.02
1909.00000;0.00296519;0.02
1910.00000;0.00278474;0.02
1911.00000;0.00301189;0.02
1912.00000;0.00308908;0.02
1913.00000;0.00417813;0.02
1914.00000;0.00564275;0.02
1915.00000;0.00555544;0.02
1916.00000;0.0109135;0.02
1917.00000;0.0109217;0.02
1918.00000;0.0149201;0.02
1919.00000;0.0149743;0.02
1920.00000;0.021194;0.02
1921.00000;0.0211798;0.02
1922.00000;0.0259935;0.02
1923.00000;0.0274808;0.02
1924.00000;0.0296956;0.02
1925.00000;0.0309064;0.02
1926.00000;0.0307714;0.02
1927.00000;0.0366369;0.02
1928.00000;0.0366258;0.02
1929.00000;0.0403296;0.02
1930.00000;0.0409756;0.02
1931.00000;0.0548077;0.02
1932.00000;0.0551551;0.02
1933.00000;0.0620673;0.02
1934.00000;0.066839;0.02
1935.00000;0.0764114;0.02
1936.00000;0.0757901;0.02
1937.00000;0.079611;0.02
1938.00000;0.0887715;0.02
1939.00000;0.0900482;0.02
1940.00000;0.0969795;0.02
1941.00000;0.0951769;0.02
1942.00000;0.109803;0.02
1943.00000;0.11122;0.02
1944.00000;0.113678;0.02
1945.00000;0.117418;0.02
1946.00000;0.125806;0.02
1947.00000;0.125852;0.02
1948.00000;0.127356;0.02
1949.00000;0.128067;0.02
1950.00000;0.126344;0.02
1951.00000;0.130161;0.02
1952.00000;0.118193;0.02
1953.00000;0.118337;0.02
1954.00000;0.115115;0.02
1955.00000;0.115035;0.02
1956.00000;0.11253;0.02
1957.00000;0.120289;0.02
1958.00000;0.120526;0.02
1959.00000;0.135731;0.02
1960.00000;0.137705;0.02
1961.00000;0.156849;0.02
1962.00000;0.157585;0.02
1963.00000;0.180087;0.02
1964.00000;0.179959;0.02
1965.00000;0.206081;0.02
1966.00000;0.210432;0.02
1967.00000;0.231661;0.02
1968.00000;0.23321;0.02
1969.00000;0.267279;0.02
1970.00000;0.266786;0.02
1971.00000;0.297047;0.02
1972.00000;0.297984;0.02
1973.00000;0.323159;0.02
1974.00000;0.32646;0.02
1975.00000;0.341336;0.02
1976.00000;0.347212;0.02
1977.00000;0.370152;0.02
1978.00000;0.367107;0.02
1979.00000;0.382833;0.02
1980.00000;0.387356;0.02
1981.00000;0.393604;0.02
1982.00000;0.393335;0.02
1983.00000;0.397988;0.02
1984.00000;0.40438;0.02
1985.00000;0.406207;0.02
1986.00000;0.406758;0.02
1987.00000;0.408031;0.02
1988.00000;0.412165;0.02
1989.00000;0.415045;0.02
1990.00000;0.407949;0.02
1991.00000;0.40052;0.02
1992.00000;0.402101;0.02
1993.00000;0.394012;0.02
1994.00000;0.394315;0.02
1995.00000;0.348163;0.02
1996.00000;0.352238;0.02
1997.00000;0.275583;0.02
1998.00000;0.275395;0.02
1999.00000;0.188425;0.02
2000.00000;0.190632;0.02
2001.00000;0.130623;0.02
2002.00000;0.13089;0.02
2003.00000;0.106296;0.02
2004.00000;0.104889;0.02
2005.00000;0.102895;0.02
2006.00000;0.104106;0.02
2007.00000;0.116504;0.02
2008.00000;0.117893;0.02
2009.00000;0.126046;0.02
2010.00000;0.124993;0.02
2011.00000;0.131417;0.02
2012.00000;0.130786;0.02
2013.00000;0.138919;0.02
2014.00000;0.13819;0.02
2015.00000;0.151364;0.02
2016.00000;0.151179;0.02
2017.00000;0.175724;0.02
2018.00000;0.178774;0.02
2019.00000;0.21575;0.02
2020.00000;0.218513;0.02
2021.00000;0.268968;0.02
2022.00000;0.27042;0.02
2023.00000;0.320349;0.02
2024.00000;0.320873;0.02
2025.00000;0.366769;0.02
2026.00000;0.371977;0.02
2027.00000;0.396807;0.02
2028.00000;0.400353;0.02
2029.00000;0.416962;0.02
2030.00000;0.419722;0.02
2031.00000;0.438905;0.02
2032.00000;0.440275;0.02
2033.00000;0.448378;0.02
2034.00000;0.452419;0.02
2035.00000;0.463063;0.02
2036.00000;0.458831;0.02
2037.00000;0.461801;0.02
2038.00000;0.466103;0.02
2039.00000;0.464877;0.02
2040.00000;0.463529;0.02
2041.00000;0.453842;0.02
2042.00000;0.454606;0.02
2043.00000;0.441907;0.02
2044.00000;0.444051;0.02
2045.00000;0.418291;0.02
2046.00000;0.41886;0.02
2047.00000;0.423817;0.02
2048.00000;0.392194;0.02
2049.00000;0.390203;0.02
2050.00000;0.344729;0.02
2051.00000;0.346881;0.02
2052.00000;0.316654;0.02
2053.00000;0.318737;0.02
2054.00000;0.310792;0.02
2055.00000;0.31461;0.02
2056.00000;0.327751;0.02
2057.00000;0.325917;0.02
2058.00000;0.343069;0.02
2059.00000;0.341488;0.02
2060.00000;0.346788;0.02
2061.00000;0.344773;0.02
2062.00000;0.34576;0.02
2063.00000;0.351725;0.02
2064.00000;0.346112;0.02
2065.00000;0.348118;0.02
2066.00000;0.348261;0.02
2067.00000;0.350921;0.02
2068.00000;0.354682;0.02
2069.00000;0.36999;0.02
2070.00000;0.369198;0.02
2071.00000;0.389968;0.02
2072.00000;0.395033;0.02
2073.00000;0.422064;0.02
2074.00000;0.426034;0.02
2075.00000;0.445133;0.02
2076.00000;0.446674;0.02
2077.00000;0.465114;0.02
2078.00000;0.456358;0.02
2079.00000;0.46218;0.02
2080.00000;0.473646;0.02
2081.00000;0.475256;0.02
2082.00000;0.47622;0.02
2083.00000;0.480216;0.02
2084.00000;0.482898;0.02
2085.00000;0.488423;0.02
2086.00000;0.499003;0.02
2087.00000;0.492802;0.02
2088.00000;0.500613;0.02
2089.00000;0.505537;0.02
2090.00000;0.508895;0.02
2091.00000;0.511682;0.02
2092.00000;0.503429;0.02
2093.00000;0.510366;0.02
2094.00000;0.511864;0.02
2095.00000;0.517818;0.02
2096.00000;0.522531;0.02
2097.00000;0.525422;0.02
2098.00000;0.520712;0.02
2099.00000;0.527862;0.02
2100.00000;0.523763;0.02
2101.00000;0.533902;0.02
2102.00000;0.537574;0.02
2103.00000;0.532357;0.02
2104.00000;0.53911;0.02
2105.00000;0.53591;0.02
2106.00000;0.544608;0.02
2107.00000;0.542905;0.02
2108.00000;0.537384;0.02
2109.00000;0.545427;0.02
2110.00000;0.543949;0.02
2111.00000;0.542056;0.02
2112.00000;0.54344;0.02
2113.00000;0.541931;0.02
2114.00000;0.542911;0.02
2115.00000;0.542852;0.02
2116.00000;0.535782;0.02
2117.00000;0.547603;0.02
2118.00000;0.541917;0.02
2119.00000;0.549358;0.02
2120.00000;0.551078;0.02
2121.00000;0.555524;0.02
2122.00000;0.559518;0.02
2123.00000;0.555391;0.02
2124.00000;0.556636;0.02
2125.00000;0.560495;0.02
2126.00000;0.559054;0.02
2127.00000;0.566606;0.02
2128.00000;0.570014;0.02
2129.00000;0.566742;0.02
2130.00000;0.572575;0.02
2131.00000;0.560269;0.02
2132.00000;0.56049;0.02
2133.00000;0.572327;0.02
2134.00000;0.562325;0.02
2135.00000;0.571413;0.02
2136.00000;0.567063;0.02
2137.00000;0.569029;0.02
2138.00000;0.572128;0.02
2139.00000;0.566594;0.02
2140.00000;0.567372;0.02
2141.00000;0.565562;0.02
2142.00000;0.564772;0.02
2143.00000;0.560766;0.02
2144.00000;0.553801;0.02
2145.00000;0.552635;0.02
2146.00000;0.538049;0.02
2147.00000;0.541139;0.02
2148.00000;0.538305;0.02
2149.00000;0.523349;0.02
2150.00000;0.534774;0.02
2151.00000;0.524862;0.02
2152.00000;0.521755;0.02
2153.00000;0.52324;0.02
2154.00000;0.519162;0.02
2155.00000;0.515118;0.02
2156.00000;0.518987;0.02
2157.00000;0.516996;0.02
2158.00000;0.526667;0.02
2159.00000;0.519239;0.02
2160.00000;0.515565;0.02
2161.00000;0.519332;0.02
2162.00000;0.519188;0.02
2163.00000;0.520011;0.02
2164.00000;0.51665;0.02
2165.00000;0.516525;0.02
2166.00000;0.513236;0.02
2167.00000;0.519562;0.02
2168.00000;0.515825;0.02
2169.00000;0.511362;0.02
2170.00000;0.516493;0.02
2171.00000;0.508795;0.02
2172.00000;0.509273;0.02
2173.00000;0.513824;0.02
2174.00000;0.508952;0.02
2175.00000;0.509589;0.02
2176.00000;0.5025;0.02
2177.00000;0.505938;0.02
2178.00000;0.508682;0.02
2179.00000;0.502292;0.02
2180.00000;0.495596;0.02
2181.00000;0.501081;0.02
2182.00000;0.493595;0.02
2183.00000;0.493674;0.02
2184.00000;0.495233;0.02
2185.00000;0.489752;0.02
2186.00000;0.500349;0.02
2187.00000;0.501212;0.02
2188.00000;0.502203;0.02
2189.00000;0.499252;0.02
2190.00000;0.49983;0.02
2191.00000;0.499307;0.02
2192.00000;0.496712;0.02
2193.00000;0.48709;0.02
2194.00000;0.483775;0.02
2195.00000;0.489319;0.02
2196.00000;0.474953;0.02
2197.00000;0.474908;0.02
2198.00000;0.468585;0.02
2199.00000;0.468773;0.02
2200.00000;0.469101;0.02
2201.00000;0.464045;0.02
2202.00000;0.466682;0.02
2203.00000;0.482139;0.02
2204.00000;0.48829;0.02
2205.00000;0.480567;0.02
2206.00000;0.498558;0.02
2207.00000;0.493576;0.02
2208.00000;0.50806;0.02
2209.00000;0.507654;0.02
2210.00000;0.518639;0.02
2211.00000;0.516112;0.02
2212.00000;0.512594;0.02
2213.00000;0.514768;0.02
2214.00000;0.514001;0.02
2215.00000;0.517819;0.02
2216.00000;0.510719;0.02
2217.00000;0.520527;0.02
2218.00000;0.511753;0.02
2219.00000;0.513341;0.02
2220.00000;0.515137;0.02
2221.00000;0.516368;0.02
2222.00000;0.51343;0.02
2223.00000;0.51131;0.02
2224.00000;0.516965;0.02
2225.00000;0.512539;0.02
