Wavelength;Response
870.000 ; 0.00839995
870.500 ; 0.00940237
871.000 ; 0.0104048
871.500 ; 0.0114072
872.000 ; 0.0128932
872.500 ; 0.0148659
873.000 ; 0.0168386
873.500 ; 0.0188113
874.000 ; 0.0207840
874.500 ; 0.0227568
875.000 ; 0.0260564
875.500 ; 0.0305718
876.000 ; 0.0350872
876.500 ; 0.0396027
877.000 ; 0.0441181
877.500 ; 0.0486335
878.000 ; 0.0560603
878.500 ; 0.0664472
879.000 ; 0.0768341
879.500 ; 0.0872210
880.000 ; 0.0976079
880.500 ; 0.107995
881.000 ; 0.124606
881.500 ; 0.146722
882.000 ; 0.168839
882.500 ; 0.190955
883.000 ; 0.213072
883.500 ; 0.235188
884.000 ; 0.265193
884.500 ; 0.302278
885.000 ; 0.339364
885.500 ; 0.376449
886.000 ; 0.413535
886.500 ; 0.450620
887.000 ; 0.490281
887.500 ; 0.532270
888.000 ; 0.574259
888.500 ; 0.616249
889.000 ; 0.658238
889.500 ; 0.700227
890.000 ; 0.734800
890.500 ; 0.763080
891.000 ; 0.791360
891.500 ; 0.819640
892.000 ; 0.847920
892.500 ; 0.876200
893.000 ; 0.895239
893.500 ; 0.905896
894.000 ; 0.916553
894.500 ; 0.927210
895.000 ; 0.937867
895.500 ; 0.948524
896.000 ; 0.955669
896.500 ; 0.959559
897.000 ; 0.963449
897.500 ; 0.967339
898.000 ; 0.971229
898.500 ; 0.975119
899.000 ; 0.978474
899.500 ; 0.981333
900.000 ; 0.984193
900.500 ; 0.987052
901.000 ; 0.989911
901.500 ; 0.992770
902.000 ; 0.994650
902.500 ; 0.995629
903.000 ; 0.996608
903.500 ; 0.997587
904.000 ; 0.998566
904.500 ; 0.999545
905.000 ; 0.998212
905.500 ; 0.994870
906.000 ; 0.991527
906.500 ; 0.988185
907.000 ; 0.984843
907.500 ; 0.981501
908.000 ; 0.977929
908.500 ; 0.974132
909.000 ; 0.970334
909.500 ; 0.966537
910.000 ; 0.962740
910.500 ; 0.958942
911.000 ; 0.956427
911.500 ; 0.955133
912.000 ; 0.953840
912.500 ; 0.952546
913.000 ; 0.951252
913.500 ; 0.949958
914.000 ; 0.944815
914.500 ; 0.936360
915.000 ; 0.927905
915.500 ; 0.919451
916.000 ; 0.910996
916.500 ; 0.902541
917.000 ; 0.881764
917.500 ; 0.850429
918.000 ; 0.819094
918.500 ; 0.787759
919.000 ; 0.756424
919.500 ; 0.725088
920.000 ; 0.683890
920.500 ; 0.633389
921.000 ; 0.582888
921.500 ; 0.532387
922.000 ; 0.481886
922.500 ; 0.431385
923.000 ; 0.387356
923.500 ; 0.349585
924.000 ; 0.311814
924.500 ; 0.274043
925.000 ; 0.236272
925.500 ; 0.198501
926.000 ; 0.171646
926.500 ; 0.155361
927.000 ; 0.139076
927.500 ; 0.122790
928.000 ; 0.106505
928.500 ; 0.0902196
929.000 ; 0.0787775
929.500 ; 0.0720000
930.000 ; 0.0652224
930.500 ; 0.0584449
931.000 ; 0.0516674
931.500 ; 0.0448898
932.000 ; 0.0399428
932.500 ; 0.0365664
933.000 ; 0.0331900
933.500 ; 0.0298136
934.000 ; 0.0264372
934.500 ; 0.0230608
935.000 ; 0.0205086
935.500 ; 0.0187735
936.000 ; 0.0170384
936.500 ; 0.0153033
937.000 ; 0.0135682
937.500 ; 0.0118331
938.000 ; 0.0105288
938.500 ; 0.00960452




