Wavelength;Response
888.000 ; 0.00969284
888.500 ; 0.0103420
889.000 ; 0.0111550
889.500 ; 0.0123604
890.000 ; 0.0135658
890.500 ; 0.0147712
891.000 ; 0.0159765
891.500 ; 0.0171819
892.000 ; 0.0186404
892.500 ; 0.0207000
893.000 ; 0.0227596
893.500 ; 0.0248192
894.000 ; 0.0268788
894.500 ; 0.0289384
895.000 ; 0.0312485
895.500 ; 0.0342167
896.000 ; 0.0371849
896.500 ; 0.0401531
897.000 ; 0.0431213
897.500 ; 0.0460895
898.000 ; 0.0494126
898.500 ; 0.0536381
899.000 ; 0.0578636
899.500 ; 0.0620891
900.000 ; 0.0663146
900.500 ; 0.0705401
901.000 ; 0.0755893
901.500 ; 0.0827255
902.000 ; 0.0898617
902.500 ; 0.0969979
903.000 ; 0.104134
903.500 ; 0.111270
904.000 ; 0.120281
904.500 ; 0.134326
905.000 ; 0.148370
905.500 ; 0.162415
906.000 ; 0.176459
906.500 ; 0.190504
907.000 ; 0.207564
907.500 ; 0.231693
908.000 ; 0.255823
908.500 ; 0.279952
909.000 ; 0.304082
909.500 ; 0.328212
910.000 ; 0.354592
910.500 ; 0.386180
911.000 ; 0.417769
911.500 ; 0.449357
912.000 ; 0.480945
912.500 ; 0.512534
913.000 ; 0.543259
913.500 ; 0.571668
914.000 ; 0.600077
914.500 ; 0.628486
915.000 ; 0.656895
915.500 ; 0.685304
916.000 ; 0.710079
916.500 ; 0.725838
917.000 ; 0.741598
917.500 ; 0.757358
918.000 ; 0.773118
918.500 ; 0.788878
919.000 ; 0.802273
919.500 ; 0.809944
920.000 ; 0.817615
920.500 ; 0.825286
921.000 ; 0.832957
921.500 ; 0.840628
922.000 ; 0.848380
922.500 ; 0.856333
923.000 ; 0.864286
923.500 ; 0.872239
924.000 ; 0.880192
924.500 ; 0.888145
925.000 ; 0.895734
925.500 ; 0.902416
926.000 ; 0.909098
926.500 ; 0.915781
927.000 ; 0.922463
927.500 ; 0.929146
928.000 ; 0.934731
928.500 ; 0.937314
929.000 ; 0.939896
929.500 ; 0.942479
930.000 ; 0.945062
930.500 ; 0.947644
931.000 ; 0.949660
931.500 ; 0.950140
932.000 ; 0.950621
932.500 ; 0.951101
933.000 ; 0.951582
933.500 ; 0.952062
934.000 ; 0.953290
934.500 ; 0.956475
935.000 ; 0.959659
935.500 ; 0.962844
936.000 ; 0.966029
936.500 ; 0.969213
937.000 ; 0.972679
937.500 ; 0.976818
938.000 ; 0.980957
938.500 ; 0.985097
939.000 ; 0.989236
939.500 ; 0.993375
940.000 ; 0.996385
940.500 ; 0.996440
941.000 ; 0.996495
941.500 ; 0.996550
942.000 ; 0.996605
942.500 ; 0.996660
943.000 ; 0.996848
943.500 ; 0.997399
944.000 ; 0.997949
944.500 ; 0.998500
945.000 ; 0.999050
945.500 ; 0.999600
946.000 ; 0.999584
946.500 ; 0.998067
947.000 ; 0.996551
947.500 ; 0.995034
948.000 ; 0.993517
948.500 ; 0.992000
949.000 ; 0.987988
949.500 ; 0.977806
950.000 ; 0.967624
950.500 ; 0.957442
951.000 ; 0.947260
951.500 ; 0.937078
952.000 ; 0.923024
952.500 ; 0.898424
953.000 ; 0.873824
953.500 ; 0.849224
954.000 ; 0.824625
954.500 ; 0.800025
955.000 ; 0.772913
955.500 ; 0.739503
956.000 ; 0.706093
956.500 ; 0.672683
957.000 ; 0.639273
957.500 ; 0.605863
958.000 ; 0.573055
958.500 ; 0.541754
959.000 ; 0.510454
959.500 ; 0.479154
960.000 ; 0.447854
960.500 ; 0.416554
961.000 ; 0.387432
961.500 ; 0.363405
962.000 ; 0.339378
962.500 ; 0.315351
963.000 ; 0.291324
963.500 ; 0.267297
964.000 ; 0.245674
964.500 ; 0.229615
965.000 ; 0.213556
965.500 ; 0.197497
966.000 ; 0.181438
966.500 ; 0.165378
967.000 ; 0.150995
967.500 ; 0.140528
968.000 ; 0.130062
968.500 ; 0.119595
969.000 ; 0.109129
969.500 ; 0.0986625
970.000 ; 0.0894136
970.500 ; 0.0831752
971.000 ; 0.0769369
971.500 ; 0.0706985
972.000 ; 0.0644602
972.500 ; 0.0582218
973.000 ; 0.0528163
973.500 ; 0.0494862
974.000 ; 0.0461560
974.500 ; 0.0428259
975.000 ; 0.0394957
975.500 ; 0.0361656
976.000 ; 0.0332543
976.500 ; 0.0315011
977.000 ; 0.0297479
977.500 ; 0.0279946
978.000 ; 0.0262414
978.500 ; 0.0244882
979.000 ; 0.0229645
979.500 ; 0.0220241
980.000 ; 0.0210837
980.500 ; 0.0201433
981.000 ; 0.0192029
981.500 ; 0.0182625
982.000 ; 0.0174089
982.500 ; 0.0167978
983.000 ; 0.0161867
983.500 ; 0.0155755
984.000 ; 0.0149644
984.500 ; 0.0143533
985.000 ; 0.0137806
985.500 ; 0.0133097
986.000 ; 0.0128387
986.500 ; 0.0123677
987.000 ; 0.0118968
987.500 ; 0.0114258
988.000 ; 0.0109714
988.500 ; 0.0105627
989.000 ; 0.0101540
989.500 ; 0.00974532






