WAVELENGTH;SOLAR_IRRADIANCE
3.665000;12.280000
3.667500;12.250000
3.670000;12.220000
3.672500;12.180000
3.675000;12.150000
3.677500;12.110000
3.680000;12.070000
3.682500;12.040000
3.685000;12.010000
3.687500;11.970000
3.690000;11.940000
3.692500;11.900000
3.695000;11.860000
3.697500;11.850000
3.700000;11.850000
3.702500;11.850000
3.705000;11.840000
3.707500;11.810000
3.710000;11.780000
3.712500;11.750000
3.715000;11.720000
3.717500;11.690000
3.720000;11.660000
3.722500;11.630000
3.725000;11.600000
3.727500;11.580000
3.730000;11.550000
3.732500;11.510000
3.735000;11.470000
3.737500;11.450000
3.740000;11.420000
3.742500;11.390000
3.745000;11.360000
3.747500;11.330000
3.750000;11.300000
3.752500;11.270000
3.755000;11.240000
3.757500;11.210000
3.760000;11.180000
3.762500;11.150000
3.765000;11.120000
3.767500;11.090000
3.770000;11.060000
3.772500;11.030000
3.775000;11.000000
3.777500;10.970000
3.780000;10.940000
3.782500;10.910000
3.785000;10.890000
3.787500;10.850000
3.790000;10.820000
3.792500;10.780000
3.795000;10.750000
3.797500;10.730000
3.800000;10.720000
3.802500;10.710000
3.805000;10.700000
3.807500;10.670000
3.810000;10.640000
3.812500;10.620000
3.815000;10.590000
3.817500;10.550000
3.820000;10.520000
3.822500;10.500000
3.825000;10.470000
3.827500;10.440000
3.830000;10.420000
3.832500;10.390000
3.835000;10.370000
3.837500;10.340000
3.840000;10.310000
3.842500;10.280000
3.845000;10.250000
3.847500;10.220000
3.850000;10.200000
3.852500;10.170000
3.855000;10.150000
3.857500;10.120000
3.860000;10.100000
3.862500;10.060000
3.865000;10.030000
3.867500;10.000000
3.870000;9.980000
3.872500;9.950000
3.875000;9.920000
3.877500;9.890000
3.880000;9.860000
3.882500;9.840000
3.885000;9.820000
3.887500;9.790000
3.890000;9.750000
3.892500;9.730000
3.895000;9.710000
3.897500;9.700000
3.900000;9.700000
3.902500;9.700000
3.905000;9.700000
3.907500;9.670000
3.910000;9.630000
3.912500;9.610000
3.915000;9.590000
3.917500;9.580000
3.920000;9.560000
3.922500;9.530000
3.925000;9.500000
3.927500;9.480000
3.930000;9.450000
3.932500;9.430000
3.935000;9.410000
3.937500;9.390000
3.940000;9.360000
3.942500;9.340000
3.945000;9.320000
3.947500;9.300000
3.950000;9.270000
3.952500;9.240000
3.955000;9.220000
3.957500;9.200000
3.960000;9.180000
3.962500;9.150000
3.965000;9.130000
3.967500;9.110000
3.970000;9.080000
3.972500;9.060000
3.975000;9.050000
3.977500;9.020000
3.980000;8.990000
3.982500;8.960000
3.985000;8.940000
3.987500;8.920000
3.990000;8.900000
3.992500;8.870000
3.995000;8.850000
3.997500;8.830000
4.000000;8.810000
