Wavelength;Response
701.1; 0.0000589441
701.2; 0.0001072547
701.3; 0.0001914153
701.4; 0.0003348236
701.5; 0.0005744235
701.6; 0.0009659189
701.7; 0.0015925360
701.8; 0.0025751660
701.9; 0.0040816660
702.0; 0.0063450430
702.1; 0.0096687090
702.2; 0.0144466100
702.3; 0.0211706700
702.4; 0.0304147300
702.5; 0.0428569300
702.6; 0.0592084400
702.7; 0.0802212800
702.8; 0.1066211000
702.9; 0.1389739000
703.0; 0.1777263000
703.1; 0.2229627000
703.2; 0.2744886000
703.3; 0.3317256000
703.4; 0.3935733000
703.5; 0.4586885000
703.6; 0.5252632000
703.7; 0.5914201000
703.8; 0.6552491000
703.9; 0.7148648000
704.0; 0.7688402000
704.1; 0.8160556000
704.2; 0.8560198000
704.3; 0.8887681000
704.4; 0.9147679000
704.5; 0.9349323000
704.6; 0.9503325000
704.7; 0.9621205000
704.8; 0.9713244000
704.9; 0.9787268000
705.0; 0.9848456000
705.1; 0.9899054000
705.2; 0.9939315000
705.3; 0.9968378000
705.4; 0.9985358000
705.5; 0.9990396000
705.6; 0.9985113000
705.7; 0.9972685000
705.8; 0.9957348000
705.9; 0.9943632000
706.0; 0.9935336000
706.1; 0.9934754000
706.2; 0.9942143000
706.3; 0.9955730000
706.4; 0.9972146000
706.5; 0.9987325000
706.6; 0.9997458000
706.7; 1.0000000000
706.8; 0.9994262000
706.9; 0.9981610000
707.0; 0.9965099000
707.1; 0.9948770000
707.2; 0.9936592000
707.3; 0.9931520000
707.4; 0.9934760000
707.5; 0.9945462000
707.6; 0.9960917000
707.7; 0.9977258000
707.8; 0.9990397000
707.9; 0.9997014000
708.0; 0.9995422000
708.1; 0.9985954000
708.2; 0.9970891000
708.3; 0.9953885000
708.4; 0.9939101000
708.5; 0.9930123000
708.6; 0.9929127000
708.7; 0.9936299000
708.8; 0.9949826000
708.9; 0.9966297000
709.0; 0.9981602000
709.1; 0.9991887000
709.2; 0.9994561000
709.3; 0.9988898000
709.4; 0.9976244000
709.5; 0.9959654000
709.6; 0.9943189000
709.7; 0.9930850000
709.8; 0.9925633000
709.9; 0.9928781000
710.0; 0.9939466000
710.1; 0.9954986000
710.2; 0.9971457000
710.3; 0.9984760000
710.4; 0.9991536000
710.5; 0.9990055000
710.6; 0.9980622000
710.7; 0.9965502000
710.8; 0.9948346000
710.9; 0.9933332000
711.0; 0.9924053000
711.1; 0.9922676000
711.2; 0.9929335000
711.3; 0.9942093000
711.4; 0.9957311000
711.5; 0.9970505000
711.6; 0.9977246000
711.7; 0.9974101000
711.8; 0.9959140000
711.9; 0.9932056000
712.0; 0.9893632000
712.1; 0.9844979000
712.2; 0.9786262000
712.3; 0.9715667000
712.4; 0.9628791000
712.5; 0.9518087000
712.6; 0.9373742000
712.7; 0.9184295000
712.8; 0.8938243000
712.9; 0.8626360000
713.0; 0.8242204000
713.1; 0.7784945000
713.2; 0.7258509000
713.3; 0.6672084000
713.4; 0.6040660000
713.5; 0.5381178000
713.6; 0.4713921000
713.7; 0.4057976000
713.8; 0.3430840000
713.9; 0.2848223000
714.0; 0.2320575000
714.1; 0.1855520000
714.2; 0.1455618000
714.3; 0.1119956000
714.4; 0.0845303200
714.5; 0.0625591600
714.6; 0.0454112000
714.7; 0.0323240700
714.8; 0.0225559800
714.9; 0.0154363800
715.0; 0.0103553200
715.1; 0.0068126750
715.2; 0.0043943800
715.3; 0.0027782620
715.4; 0.0017225940
715.5; 0.0010468140
715.6; 0.0006238705
715.7; 0.0003645238
715.8; 0.0002087430
