Wavelength;Response
757.4; 0.0000478305
757.5; 0.0000881867
757.6; 0.0001594097
757.7; 0.0002823102
757.8; 0.0004901661
757.9; 0.0008338224
758.0; 0.0013901710
758.1; 0.0022722560
758.2; 0.0036390090
758.3; 0.0057134690
758.4; 0.0087896850
758.5; 0.0132535500
758.6; 0.0195923300
758.7; 0.0283817100
758.8; 0.0403088100
758.9; 0.0561051100
759.0; 0.0765534100
759.1; 0.1024213000
759.2; 0.1343269000
759.3; 0.1727727000
759.4; 0.2178987000
759.5; 0.2695563000
759.6; 0.3271964000
759.7; 0.3897227000
759.8; 0.4557674000
759.9; 0.5234658000
760.0; 0.5908587000
760.1; 0.6559359000
760.2; 0.7167044000
760.3; 0.7716413000
760.4; 0.8195525000
760.5; 0.8599097000
760.6; 0.8927514000
760.7; 0.9185884000
760.8; 0.9384087000
760.9; 0.9533769000
761.0; 0.9647371000
761.1; 0.9735920000
761.2; 0.9807673000
761.3; 0.9867825000
761.4; 0.9918223000
761.5; 0.9958355000
761.6; 0.9986314000
761.7; 1.0000000000
761.8; 0.9998211000
761.9; 0.9981117000
762.0; 0.9950210000
762.1; 0.9907615000
762.2; 0.9855137000
762.3; 0.9792836000
762.4; 0.9718237000
762.5; 0.9625490000
762.6; 0.9505504000
762.7; 0.9347005000
762.8; 0.9137382000
762.9; 0.8865302000
763.0; 0.8521791000
763.1; 0.8102073000
763.2; 0.7607647000
763.3; 0.7044783000
763.4; 0.6426535000
763.5; 0.5769354000
763.6; 0.5092419000
763.7; 0.4417125000
763.8; 0.3762360000
763.9; 0.3146154000
764.0; 0.2581706000
764.1; 0.2078068000
764.2; 0.1640814000
764.3; 0.1270297000
764.4; 0.0964437700
764.5; 0.0717885900
764.6; 0.0523753400
764.7; 0.0374651500
764.8; 0.0262638200
764.9; 0.0180505100
765.0; 0.0121595400
765.1; 0.0080263570
765.2; 0.0051940370
765.3; 0.0032933660
765.4; 0.0020471990
765.5; 0.0012472200
765.6; 0.0007444699
765.7; 0.0004356555
765.8; 0.0002497729


