Wavelength;Response
877.8; 0.0000758371
877.9; 0.0001384466
878.0; 0.0002477109
878.1; 0.0004340732
878.2; 0.0007454772
878.3; 0.0012539340
878.4; 0.0020664820
878.5; 0.0033375870
878.6; 0.0052799200
878.7; 0.0081858460
878.8; 0.0124312500
878.9; 0.0184973000
879.0; 0.0269743500
879.1; 0.0385350500
879.2; 0.0539547200
879.3; 0.0740141400
879.4; 0.0995019700
879.5; 0.1311254000
879.6; 0.1693481000
879.7; 0.2144407000
879.8; 0.2662068000
879.9; 0.3240995000
880.0; 0.3871273000
880.1; 0.4537419000
880.2; 0.5221876000
880.3; 0.5903112000
880.4; 0.6560249000
880.5; 0.7173717000
880.6; 0.7726135000
880.7; 0.8206463000
880.8; 0.8608363000
880.9; 0.8932608000
881.0; 0.9185406000
881.1; 0.9376816000
881.2; 0.9519882000
881.3; 0.9627602000
881.4; 0.9711728000
881.5; 0.9781046000
881.6; 0.9840644000
881.7; 0.9892324000
881.8; 0.9935137000
881.9; 0.9966921000
882.0; 0.9985611000
882.1; 0.9990459000
882.2; 0.9982826000
882.3; 0.9966230000
882.4; 0.9945774000
882.5; 0.9927098000
882.6; 0.9915188000
882.7; 0.9913172000
882.8; 0.9921670000
882.9; 0.9938651000
883.0; 0.9959989000
883.1; 0.9980426000
883.2; 0.9994962000
883.3; 1.0000000000
883.4; 0.9994303000
883.5; 0.9979244000
883.6; 0.9958526000
883.7; 0.9937202000
883.8; 0.9920520000
883.9; 0.9912550000
884.0; 0.9915241000
884.1; 0.9927916000
884.2; 0.9947461000
884.3; 0.9969042000
884.4; 0.9987354000
884.5; 0.9997891000
884.6; 0.9998038000
884.7; 0.9987743000
884.8; 0.9969531000
884.9; 0.9947856000
885.0; 0.9928015000
885.1; 0.9914889000
885.2; 0.9911676000
885.3; 0.9919156000
885.4; 0.9935475000
885.5; 0.9956625000
885.6; 0.9977375000
885.7; 0.9992635000
885.8; 0.9998624000
885.9; 0.9993867000
886.0; 0.9979508000
886.1; 0.9959071000
886.2; 0.9937543000
886.3; 0.9920220000
886.4; 0.9911329000
886.5; 0.9913043000
886.6; 0.9924926000
886.7; 0.9944060000
886.8; 0.9965708000
886.9; 0.9984553000
887.0; 0.9995955000
887.1; 0.9997085000
887.2; 0.9987650000
887.3; 0.9969956000
887.4; 0.9948323000
887.5; 0.9928019000
887.6; 0.9914013000
887.7; 0.9909663000
887.8; 0.9915935000
887.9; 0.9931106000
888.0; 0.9951167000
888.1; 0.9970678000
888.2; 0.9984071000
888.3; 0.9986772000
888.4; 0.9976143000
888.5; 0.9951732000
888.6; 0.9914996000
888.7; 0.9868214000
888.8; 0.9813303000
888.9; 0.9750207000
889.0; 0.9675811000
889.1; 0.9583526000
889.2; 0.9463141000
889.3; 0.9302288000
889.4; 0.9087605000
889.5; 0.8806820000
889.6; 0.8451434000
889.7; 0.8017096000
889.8; 0.7506397000
889.9; 0.6927371000
890.0; 0.6293520000
890.1; 0.5623852000
890.2; 0.4938335000
890.3; 0.4259119000
890.4; 0.3605725000
890.5; 0.2994791000
890.6; 0.2440042000
890.7; 0.1949231000
890.8; 0.1526848000
890.9; 0.1172382000
891.0; 0.0882167400
891.1; 0.0650655100
891.2; 0.0470191400
891.3; 0.0333019200
891.4; 0.0231117000
891.5; 0.0157124000
891.6; 0.0104687200
891.7; 0.0068322080
891.8; 0.0043698230
891.9; 0.0027383320
892.0; 0.0016807060
892.1; 0.0010109650
892.2; 0.0005955894
892.3; 0.0003438769
892.4; 0.0001945204
892.5; 0.0001077638
