Wavelength;Response
502.5; 0.0000593232
502.6; 0.0001057839
502.7; 0.0001851783
502.8; 0.0003181761
502.9; 0.0005367803
503.0; 0.0008890091
503.1; 0.0014454360
503.2; 0.0023071580
503.3; 0.0036148250
503.4; 0.0055609920
503.5; 0.0083988080
503.6; 0.0124534800
503.7; 0.0181293100
503.8; 0.0259092200
503.9; 0.0363596700
504.0; 0.0501011800
504.1; 0.0677893800
504.2; 0.0900721200
504.3; 0.1175267000
504.4; 0.1506319000
504.5; 0.1896497000
504.6; 0.2345921000
504.7; 0.2851606000
504.8; 0.3406966000
504.9; 0.4002494000
505.0; 0.4625087000
505.1; 0.5259422000
505.2; 0.5888846000
505.3; 0.6496475000
505.4; 0.7067306000
505.5; 0.7588379000
505.6; 0.8050554000
505.7; 0.8448921000
505.8; 0.8782813000
505.9; 0.9055767000
506.0; 0.9274054000
506.1; 0.9445941000
506.2; 0.9580313000
506.3; 0.9685489000
506.4; 0.9768478000
506.5; 0.9834333000
506.6; 0.9886266000
506.7; 0.9925988000
506.8; 0.9954314000
506.9; 0.9971894000
507.0; 0.9979749000
507.1; 0.9979655000
507.2; 0.9974162000
507.3; 0.9966319000
507.4; 0.9959169000
507.5; 0.9955200000
507.6; 0.9955846000
507.7; 0.9961228000
507.8; 0.9970181000
507.9; 0.9980594000
508.0; 0.9989949000
508.1; 0.9995968000
508.2; 0.9997193000
508.3; 0.9993352000
508.4; 0.9985424000
508.5; 0.9975407000
508.6; 0.9965816000
508.7; 0.9959057000
508.8; 0.9956833000
508.9; 0.9959714000
509.0; 0.9967004000
509.1; 0.9976909000
509.2; 0.9986982000
509.3; 0.9994735000
509.4; 0.9998263000
509.5; 0.9996706000
509.6; 0.9990471000
509.7; 0.9981129000
509.8; 0.9971028000
509.9; 0.9962692000
510.0; 0.9958217000
510.1; 0.9958735000
510.2; 0.9964134000
510.3; 0.9973084000
510.4; 0.9983381000
510.5; 0.9992478000
510.6; 0.9998131000
510.7; 0.9998950000
510.8; 0.9994751000
510.9; 0.9986596000
511.0; 0.9976531000
511.1; 0.9967079000
511.2; 0.9960606000
511.3; 0.9958740000
511.4; 0.9961960000
511.5; 0.9969480000
511.6; 0.9979446000
511.7; 0.9989391000
511.8; 0.9996856000
511.9; 1.0000000000
512.0; 0.9998049000
512.1; 0.9991498000
512.2; 0.9981965000
512.3; 0.9971816000
512.4; 0.9963521000
512.5; 0.9959063000
512.6; 0.9959386000
512.7; 0.9964139000
512.8; 0.9971680000
512.9; 0.9979402000
513.0; 0.9984219000
513.1; 0.9983152000
513.2; 0.9973766000
513.3; 0.9954428000
513.4; 0.9924166000
513.5; 0.9882375000
513.6; 0.9828087000
513.7; 0.9759305000
513.8; 0.9672580000
513.9; 0.9562382000
514.0; 0.9421634000
514.1; 0.9241804000
514.2; 0.9013925000
514.3; 0.8730299000
514.4; 0.8384696000
514.5; 0.7974872000
514.6; 0.7501972000
514.7; 0.6971323000
514.8; 0.6393383000
514.9; 0.5780729000
515.0; 0.5149768000
515.1; 0.4516865000
515.2; 0.3898101000
515.3; 0.3309162000
515.4; 0.2761752000
515.5; 0.2265784000
515.6; 0.1826703000
515.7; 0.1446717000
515.8; 0.1125694000
515.9; 0.0860181900
516.0; 0.0645641600
516.1; 0.0475904600
516.2; 0.0344397000
516.3; 0.0244770200
516.4; 0.0170772800
516.5; 0.0117008200
516.6; 0.0078713110
516.7; 0.0051974390
516.8; 0.0033702040
516.9; 0.0021449240
517.0; 0.0013405760
517.1; 0.0008225727
517.2; 0.0004953592
517.3; 0.0002929517
517.4; 0.0001700283
