Wavelength;Response
10005.236; 0.00089
10014.493; 0.00104
10023.75; 0.00127
10033.007; 0.00142
10042.264; 0.00167
10051.521; 0.00195
10060.778; 0.00221
10070.035; 0.0026
10079.292; 0.00296
10088.55; 0.00346
10097.807; 0.00404
10107.064; 0.00468
10116.321; 0.00535
10125.578; 0.0061
10134.835; 0.00724
10144.092; 0.00818
10153.349; 0.00932
10162.606; 0.01071
10171.863; 0.01207
10181.12; 0.01396
10190.378; 0.01606
10199.635; 0.01873
10208.892; 0.02166
10218.149; 0.02456
10227.406; 0.02796
10236.663; 0.03255
10245.92; 0.03693
10255.177; 0.04201
10264.434; 0.04786
10273.691; 0.05474
10282.948; 0.06281
10292.206; 0.07164
10301.463; 0.0819
10310.72; 0.0923
10319.977; 0.10418
10329.234; 0.11973
10338.491; 0.13601
10347.748; 0.15133
10357.005; 0.17092
10366.262; 0.18723
10375.519; 0.21139
10384.776; 0.23325
10394.033; 0.26187
10403.291; 0.28796
10412.548; 0.32007
10421.805; 0.34471
10431.062; 0.37121
10440.319; 0.39455
10449.576; 0.42635
10458.833; 0.45801
10468.09; 0.48507
10477.347; 0.52265
10486.604; 0.54747
10495.861; 0.58349
10505.119; 0.58947
10514.376; 0.6133
10523.633; 0.63098
10532.89; 0.64208
10542.147; 0.65732
10551.404; 0.67813
10560.661; 0.67675
10569.918; 0.69213
10579.175; 0.70338
10588.432; 0.71467
10597.689; 0.71886
10606.947; 0.71532
10616.204; 0.72179
10625.461; 0.74028
10634.718; 0.7555
10643.975; 0.76027
10653.232; 0.76256
10662.489; 0.76078
10671.746; 0.74976
10681.003; 0.76073
10690.26; 0.77329
10699.517; 0.79395
10708.775; 0.78467
10718.032; 0.79392
10727.289; 0.80661
10736.546; 0.807
10745.803; 0.80241
10755.06; 0.7907
10764.317; 0.82593
10773.574; 0.79317
10782.831; 0.83245
10792.088; 0.83683
10801.345; 0.84147
10810.603; 0.85634
10819.86; 0.86205
10829.117; 0.84793
10838.374; 0.87298
10847.631; 0.89096
10856.888; 0.8722
10866.145; 0.88004
10875.402; 0.8928
10884.659; 0.90071
10893.916; 0.90773
10903.173; 0.93778
10912.431; 0.94001
10921.688; 0.94587
10930.945; 0.94865
10940.202; 0.96415
10949.459; 0.93905
10958.716; 0.94999
10967.973; 0.96369
10977.23; 0.96648
10986.487; 0.99133
10995.744; 0.99808
11005.001; 0.9883
11014.259; 0.9738
11023.516; 1
11032.773; 0.97816
11042.03; 0.99398
11051.287; 0.97267
11060.544; 0.96696
11069.801; 0.95023
11079.058; 0.928
11088.315; 0.91838
11097.572; 0.9096
11106.829; 0.8803
11116.087; 0.87993
11125.344; 0.8343
11134.601; 0.8051
11143.858; 0.78137
11153.115; 0.74665
11162.372; 0.70124
11171.629; 0.68094
11180.886; 0.62875
11190.143; 0.59834
11199.4; 0.53718
11208.657; 0.50567
11217.915; 0.47863
11227.172; 0.42706
11236.429; 0.39081
11245.686; 0.35871
11254.943; 0.33286
11264.2; 0.29806
11273.457; 0.27472
11282.714; 0.24682
11291.971; 0.22329
11301.228; 0.20708
11310.485; 0.18628
11319.742; 0.16944
11329; 0.15244
11338.257; 0.1411
11347.514; 0.12614
11356.771; 0.11695
11366.028; 0.10202
11375.285; 0.09094
11384.542; 0.08514
11393.799; 0.07405
11403.056; 0.07195
11412.313; 0.06139
11421.57; 0.05561
11430.828; 0.04998
11440.085; 0.04581
11449.342; 0.0425
11458.599; 0.03752
11467.856; 0.03453
11477.113; 0.03172
11486.37; 0.0287
11495.627; 0.02525
11504.884; 0.02359
11514.141; 0.02076
11523.398; 0.01907
11532.656; 0.01845
11541.913; 0.01581
11551.17; 0.01411
11560.427; 0.01285
11569.684; 0.01207
11578.941; 0.01097
11588.198; 0.00966
11597.455; 0.00871
11606.712; 0.00797
11615.969; 0.00775
11625.226; 0.00672
11634.484; 0.00618
11643.741; 0.00541
11652.998; 0.00499
11662.255; 0.00464
11671.512; 0.00436
11680.769; 0.00401
11690.026; 0.00355
11699.283; 0.00354
11708.54; 0.00316
11717.797; 0.00302
11727.054; 0.00263
11736.312; 0.0024
11745.569; 0.00232
11754.826; 0.0022
11764.083; 0.0021
11773.34; 0.00209
11782.597; 0.00186
11791.854; 0.00185
11801.111; 0.00154
11810.368; 0.00151
11819.625; 0.00156
11828.882; 0.00152
11838.14; 0.00135
11847.397; 0.00143
11856.654; 0.00134
11865.911; 0.00137
11875.168; 0.00117
11884.425; 0.00109
11893.682; 0.00097
11902.939; 0.0011
11912.196; 0.00105
11921.453; 0.001
11930.71; 0.00085
11939.968; 0.00097
11949.225; 0.00083
11958.482; 0.00086
11967.739; 0.00079
11976.996; 0.00084
11986.253; 0.00074
11995.51; 0.00077
12004.767; 0.00074
12014.024; 0.00069
12023.281; 0.00064
12032.538; 0.00052
12041.796; 0.00066
12051.053; 0.00062
12060.31; 0.00072
12069.567; 0.0005
12078.824; 0.0005
12088.081; 0.00047
12097.338; 0.00066
12106.595; 0.00055
12115.852; 0.00077
12125.109; 0.00066
12134.366; 0.00064
12143.624; 0.00057
12152.881; 0.00048
12162.138; 0.00044
12171.395; 0.00071

