Wavelength;Response
3004.028; 0.00022
3010.294; 0.00021
3016.56; 0.0002
3022.826; 0.00021
3029.091; 0.0002
3035.357; 0.00021
3041.623; 0.00022
3047.889; 0.00021
3054.155; 0.0002
3060.421; 0.00022
3066.686; 0.00021
3072.952; 0.00021
3079.218; 0.0002
3085.484; 0.00021
3091.75; 0.0002
3098.016; 0.00021
3104.281; 0.00021
3110.547; 0.00021
3116.813; 0.00022
3123.079; 0.00021
3129.345; 0.00021
3135.611; 0.00021
3141.876; 0.00019
3148.142; 0.0002
3154.408; 0.00019
3160.674; 0.0002
3166.94; 0.00019
3173.206; 0.00019
3179.471; 0.00019
3185.737; 0.0002
3192.003; 0.0002
3198.269; 0.00018
3204.535; 0.00019
3210.801; 0.00019
3217.066; 0.00018
3223.332; 0.00021
3229.598; 0.00019
3235.864; 0.00019
3242.13; 0.00022
3248.396; 0.00024
3254.661; 0.00033
3260.927; 0.0004
3267.193; 0.00044
3273.459; 0.00047
3279.725; 0.00045
3285.991; 0.00057
3292.256; 0.00079
3298.522; 0.00106
3304.788; 0.00129
3311.054; 0.00134
3317.32; 0.00143
3323.586; 0.00152
3329.851; 0.00173
3336.117; 0.00174
3342.383; 0.00196
3348.649; 0.00208
3354.915; 0.00253
3361.18; 0.00279
3367.446; 0.00306
3373.712; 0.00348
3379.978; 0.0041
3386.244; 0.00449
3392.51; 0.0055
3398.775; 0.0061
3405.041; 0.00722
3411.307; 0.00842
3417.573; 0.00973
3423.839; 0.0114
3430.105; 0.01326
3436.37; 0.01546
3442.636; 0.01793
3448.902; 0.02064
3455.168; 0.02382
3461.434; 0.02771
3467.7; 0.03191
3473.965; 0.03656
3480.231; 0.0429
3486.497; 0.05061
3492.763; 0.06062
3499.029; 0.06983
3505.295; 0.08275
3511.56; 0.09862
3517.826; 0.1167
3524.092; 0.14003
3530.358; 0.1672
3536.624; 0.20011
3542.89; 0.24276
3549.155; 0.28381
3555.421; 0.34668
3561.687; 0.40636
3567.953; 0.46877
3574.219; 0.54005
3580.485; 0.61101
3586.75; 0.67248
3593.016; 0.73196
3599.282; 0.80359
3605.548; 0.86288
3611.814; 0.90212
3618.08; 0.93979
3624.345; 0.96513
3630.611; 0.97725
3636.877; 0.97404
3643.143; 0.98577
3649.409; 0.99517
3655.674; 0.99113
3661.94; 0.99874
3668.206; 0.98786
3674.472; 1
3680.738; 0.98504
3687.004; 0.97957
3693.269; 0.98273
3699.535; 0.97102
3705.801; 0.96079
3712.067; 0.95627
3718.333; 0.9397
3724.599; 0.94372
3730.864; 0.93264
3737.13; 0.92721
3743.396; 0.91509
3749.662; 0.91689
3755.928; 0.8927
3762.194; 0.87921
3768.459; 0.85699
3774.725; 0.84625
3780.991; 0.85507
3787.257; 0.8395
3793.523; 0.82917
3799.789; 0.8368
3806.054; 0.8361
3812.32; 0.84533
3818.586; 0.82603
3824.852; 0.83561
3831.118; 0.83913
3837.384; 0.83636
3843.649; 0.83433
3849.915; 0.82677
3856.181; 0.82148
3862.447; 0.80807
3868.713; 0.79154
3874.979; 0.76898
3881.244; 0.75075
3887.51; 0.71812
3893.776; 0.68368
3900.042; 0.64247
3906.308; 0.59829
3912.574; 0.54253
3918.839; 0.50487
3925.105; 0.45169
3931.371; 0.39117
3937.637; 0.33781
3943.903; 0.29397
3950.169; 0.25279
3956.434; 0.21634
3962.7; 0.18002
3968.966; 0.15161
3975.232; 0.13114
3981.498; 0.11007
3987.763; 0.09147
3994.029; 0.07692
4000.295; 0.06736
4006.561; 0.05668
4012.827; 0.04857
4019.093; 0.04287
4025.358; 0.03642
4031.624; 0.03209
4037.89; 0.02733
4044.156; 0.02427
4050.422; 0.02161
4056.688; 0.01868
4062.953; 0.0165
4069.219; 0.01474
4075.485; 0.01313
4081.751; 0.01153
4088.017; 0.01026
4094.283; 0.00924
4100.548; 0.0083
4106.814; 0.00757
4113.08; 0.00683
4119.346; 0.00612
4125.612; 0.00557
4131.878; 0.00511
4138.143; 0.00464
4144.409; 0.00434
4150.675; 0.00378
4156.941; 0.00351
4163.207; 0.00343
4169.473; 0.00331
4175.738; 0.00308
4182.004; 0.0029
4188.27; 0.00287
4194.536; 0.00274
4200.802; 0.00255
4207.068; 0.00218
4213.333; 0.00178
4219.599; 0.00148
4225.865; 0.00151
4232.131; 0.00124
4238.397; 0.0011
4244.663; 0.00135
4250.928; 0.00137
4257.194; 0.0015
4263.46; 0.0014
4269.726; 0.0011
4275.992; 0.00089
4282.257; 0.00077
4288.523; 0.0007
4294.789; 0.00058
4301.055; 0.00061
4307.321; 0.00065
4313.587; 0.00062
4319.852; 0.0008
4326.118; 0.00087
4332.384; 0.00082
4338.65; 0.00085
4344.916; 0.00077
4351.182; 0.00075
4357.447; 0.0007
4363.713; 0.00063
4369.979; 0.00057
4376.245; 0.00051
4382.511; 0.0004
4388.777; 0.00027
4395.042; 0.00018
4401.308; 0.00015
4407.574; 0.00017
4413.84; 0.00017
4420.106; 0.00017
4426.372; 0.00016
4432.637; 0.00015
4438.903; 0.00012
4445.169; 0.00012
4451.435; 0.00009
4457.701; 0.00007
4463.967; 0.00006
4470.232; 0.00003
4476.498; 0.00001
4482.764; 0
4489.03; 0
4495.296; 0
4501.562; 0
4507.827; 0
4514.093; 0
4520.359; 0.00001
4526.625; 0.00001
4532.891; 0.00001
4539.157; 0.00001
4545.422; 0.00001
4551.688; 0.00002
4557.954; 0.00002
4564.22; 0.00002
4570.486; 0.00002
4576.751; 0.00001
4583.017; 0.00002
4589.283; 0.00002
4595.549; 0.00002
