Wavelength;Response
11023.855; 0
11033.182; 0.00005
11042.509; 0.0001
11051.836; 0.00013
11061.163; 0.00015
11070.49; 0.00011
11079.818; 0.00023
11089.145; 0.00044
11098.472; 0.00058
11107.799; 0.00083
11117.126; 0.00117
11126.453; 0.00157
11135.78; 0.00218
11145.107; 0.00306
11154.434; 0.00383
11163.761; 0.00479
11173.089; 0.00604
11182.416; 0.00772
11191.743; 0.00936
11201.07; 0.01167
11210.397; 0.01421
11219.724; 0.01616
11229.051; 0.01929
11238.378; 0.02317
11247.705; 0.02571
11257.032; 0.02977
11266.36; 0.03359
11275.687; 0.03703
11285.014; 0.04212
11294.341; 0.04783
11303.668; 0.05337
11312.995; 0.05817
11322.322; 0.06324
11331.649; 0.07084
11340.976; 0.0769
11350.303; 0.08341
11359.631; 0.09132
11368.958; 0.09981
11378.285; 0.10808
11387.612; 0.11901
11396.939; 0.12728
11406.266; 0.14115
11415.593; 0.15177
11424.92; 0.16208
11434.247; 0.17395
11443.574; 0.19186
11452.902; 0.20483
11462.229; 0.21745
11471.556; 0.24027
11480.883; 0.2594
11490.21; 0.27394
11499.537; 0.29087
11508.864; 0.31268
11518.191; 0.3401
11527.518; 0.36351
11536.845; 0.38524
11546.173; 0.39727
11555.5; 0.43552
11564.827; 0.47296
11574.154; 0.49639
11583.481; 0.52745
11592.808; 0.55012
11602.135; 0.57532
11611.462; 0.60537
11620.789; 0.6447
11630.116; 0.66433
11639.444; 0.69644
11648.771; 0.70706
11658.098; 0.75627
11667.425; 0.84552
11676.752; 0.84775
11686.079; 0.80343
11695.406; 0.85302
11704.733; 0.8739
11714.06; 0.85701
11723.387; 0.90228
11732.715; 0.90525
11742.042; 0.90884
11751.369; 0.92916
11760.696; 0.95661
11770.023; 0.9434
11779.35; 0.99863
11788.677; 0.98577
11798.004; 0.93741
11807.331; 0.9318
11816.658; 0.93541
11825.986; 0.95493
11835.313; 0.94366
11844.64; 0.89969
11853.967; 0.93047
11863.294; 0.94853
11872.621; 0.94952
11881.948; 0.90322
11891.275; 0.89247
11900.602; 0.92398
11909.929; 0.91428
11919.257; 0.89727
11928.584; 0.90053
11937.911; 0.91938
11947.238; 0.90899
11956.565; 0.90738
11965.892; 0.89388
11975.219; 0.91193
11984.546; 0.87766
11993.873; 0.90069
12003.2; 0.87824
12012.528; 0.89732
12021.855; 0.89851
12031.182; 0.90728
12040.509; 0.90034
12049.836; 0.89415
12059.163; 0.88452
12068.49; 0.83927
12077.817; 0.9257
12087.144; 0.89569
12096.471; 0.86865
12105.799; 0.88067
12115.126; 0.9154
12124.453; 0.91474
12133.78; 0.93118
12143.107; 0.8967
12152.434; 0.93849
12161.761; 0.89968
12171.088; 0.87399
12180.415; 0.9569
12189.742; 0.99941
12199.07; 0.96435
12208.397; 0.86423
12217.724; 1
12227.051; 0.91557
12236.378; 0.949
12245.705; 0.93172
12255.032; 0.95291
12264.359; 0.95388
12273.686; 0.99468
12283.013; 0.88151
12292.341; 0.98603
12301.668; 0.86244
12310.995; 0.89999
12320.322; 0.91813
12329.649; 0.90372
12338.976; 0.8776
12348.303; 0.8687
12357.63; 0.86445
12366.957; 0.8222
12376.284; 0.83785
12385.612; 0.80269
12394.939; 0.77462
12404.266; 0.71862
12413.593; 0.74697
12422.92; 0.71044
12432.247; 0.6713
12441.574; 0.66259
12450.901; 0.60768
12460.228; 0.57584
12469.555; 0.56037
12478.883; 0.5415
12488.21; 0.47689
12497.537; 0.50569
12506.864; 0.47015
12516.191; 0.4238
12525.518; 0.42528
12534.845; 0.4185
12544.172; 0.37703
12553.499; 0.36005
12562.826; 0.33102
12572.154; 0.30819
12581.481; 0.29893
12590.808; 0.29149
12600.135; 0.2475
12609.462; 0.26266
12618.789; 0.23964
12628.116; 0.22905
12637.443; 0.22298
12646.77; 0.19598
12656.097; 0.18589
12665.425; 0.17299
12674.752; 0.16377
12684.079; 0.15945
12693.406; 0.15247
12702.733; 0.14793
12712.06; 0.13586
12721.387; 0.13236
12730.714; 0.11615
12740.041; 0.10819
12749.368; 0.10673
12758.696; 0.09624
12768.023; 0.09048
12777.35; 0.08737
12786.677; 0.08318
12796.004; 0.07976
12805.331; 0.0712
12814.658; 0.06416
12823.985; 0.06313
12833.312; 0.06368
12842.639; 0.05518
12851.967; 0.0515
12861.294; 0.04984
12870.621; 0.04434
12879.948; 0.04511
12889.275; 0.04292
12898.602; 0.03744
12907.929; 0.03677
12917.256; 0.03506
12926.583; 0.03157
12935.91; 0.03167
12945.238; 0.02877
12954.565; 0.02596
12963.892; 0.02618
12973.219; 0.02283
12982.546; 0.02232
12991.873; 0.02276
13001.2; 0.02058
13010.527; 0.01894
13019.854; 0.01776
13029.181; 0.01723
13038.509; 0.01651
13047.836; 0.01634
13057.163; 0.01596
13066.49; 0.01457
13075.817; 0.01461
13085.144; 0.01461
13094.471; 0.01323
13103.798; 0.01157
13113.125; 0.01198
13122.452; 0.01199
13131.78; 0.01051
13141.107; 0.00996
13150.434; 0.01056
13159.761; 0.01079
13169.088; 0.00891
13178.415; 0.00925
13187.742; 0.00921
13197.069; 0.00891
13206.396; 0.00815
13215.723; 0.00771
13225.051; 0.00674
13234.378; 0.00663
13243.705; 0.00688
13253.032; 0.00589
13262.359; 0.00686
13271.686; 0.00619
13281.013; 0.00561
