Wavelength;Response
525.153; 0.00027
525.414; 0.00077
525.675; 0.00127
525.936; 0.00134
526.197; 0
526.458; 0.00033
526.719; 0.00071
526.98; 0.00166
527.241; 0.00125
527.502; 0.00114
527.763; 0.00178
528.024; 0.0002
528.285; 0.00189
528.546; 0.0033
528.807; 0.00203
529.068; 0.00239
529.329; 0.00225
529.59; 0.00012
529.851; 0.001
530.112; 0.00135
530.373; 0.00155
530.634; 0.00159
530.895; 0.00091
531.156; 0.00166
531.417; 0.00194
531.678; 0.00191
531.939; 0.00341
532.2; 0.0032
532.461; 0.001
532.722; 0.00161
532.983; 0.00225
533.244; 0.0012
533.505; 0.00241
533.766; 0.0036
534.027; 0.00181
534.288; 0.00148
534.549; 0.00331
534.81; 0.00371
535.071; 0.00373
535.332; 0.00477
535.593; 0.00458
535.854; 0.00438
536.115; 0.00439
536.376; 0.00494
536.637; 0.00521
536.898; 0.00599
537.159; 0.00514
537.42; 0.00463
537.681; 0.00567
537.942; 0.00679
538.203; 0.00683
538.464; 0.00829
538.725; 0.00962
538.986; 0.00911
539.247; 0.00942
539.508; 0.01225
539.769; 0.01361
540.03; 0.01316
540.291; 0.01434
540.552; 0.01594
540.813; 0.01635
541.074; 0.01758
541.335; 0.02098
541.596; 0.02345
541.857; 0.0241
542.118; 0.02673
542.379; 0.03076
542.64; 0.03349
542.901; 0.03692
543.162; 0.04141
543.423; 0.04499
543.684; 0.04916
543.945; 0.05386
544.206; 0.0602
544.467; 0.06687
544.728; 0.074
544.989; 0.08153
545.25; 0.08994
545.511; 0.10027
545.772; 0.11301
546.033; 0.12712
546.294; 0.14243
546.555; 0.16016
546.816; 0.18023
547.077; 0.20268
547.338; 0.2319
547.599; 0.26305
547.86; 0.29721
548.121; 0.33444
548.382; 0.37909
548.643; 0.42754
548.904; 0.47697
549.165; 0.52908
549.426; 0.5834
549.687; 0.6354
549.948; 0.68747
550.209; 0.7369
550.47; 0.78172
550.731; 0.81861
550.992; 0.85444
551.253; 0.8853
551.514; 0.91334
551.775; 0.93266
552.036; 0.94969
552.297; 0.96402
552.558; 0.97408
552.819; 0.98221
553.08; 0.98791
553.341; 0.99152
553.602; 0.99348
553.863; 0.99524
554.124; 0.996
554.385; 0.99558
554.646; 0.99869
554.907; 1
555.168; 0.99933
555.429; 0.99757
555.69; 0.99813
555.951; 0.9984
556.212; 0.9976
556.473; 0.99568
556.734; 0.99318
556.995; 0.9908
557.256; 0.9892
557.517; 0.98611
557.778; 0.98338
558.039; 0.97729
558.3; 0.97382
558.561; 0.96876
558.822; 0.96119
559.083; 0.95394
559.344; 0.94531
559.605; 0.93768
559.866; 0.92832
560.127; 0.91625
560.388; 0.90409
560.649; 0.89134
560.91; 0.87716
561.171; 0.86452
561.432; 0.84868
561.693; 0.83258
561.954; 0.81575
562.215; 0.80201
562.476; 0.78467
562.737; 0.77092
562.998; 0.75492
563.259; 0.74051
563.52; 0.72423
563.781; 0.71434
564.042; 0.69738
564.303; 0.68244
564.564; 0.66847
564.825; 0.65515
565.086; 0.64175
565.347; 0.62748
565.608; 0.61681
565.869; 0.60772
566.13; 0.59615
566.391; 0.58508
566.652; 0.57629
566.913; 0.56844
567.174; 0.56117
567.435; 0.5535
567.696; 0.5459
567.957; 0.54002
568.218; 0.53493
568.479; 0.53102
568.74; 0.52606
569.001; 0.52157
569.262; 0.51677
569.523; 0.51191
569.784; 0.5066
570.045; 0.50139
570.306; 0.49608
570.567; 0.48969
570.828; 0.48316
571.089; 0.47587
571.35; 0.46756
571.611; 0.45783
571.872; 0.44391
572.133; 0.43223
572.394; 0.41863
572.655; 0.40284
572.916; 0.38479
573.177; 0.3679
573.438; 0.35028
573.699; 0.3299
573.96; 0.30917
574.221; 0.29001
574.482; 0.26999
574.743; 0.25048
575.004; 0.23221
575.265; 0.21434
575.526; 0.1987
575.787; 0.18446
576.048; 0.17049
576.309; 0.15626
576.57; 0.14414
576.831; 0.13386
577.092; 0.12275
577.353; 0.11217
577.614; 0.10372
577.875; 0.09572
578.136; 0.0877
578.397; 0.08146
578.658; 0.07565
578.919; 0.0704
579.18; 0.06567
579.441; 0.06198
579.702; 0.05732
579.963; 0.05321
580.224; 0.04966
580.485; 0.04624
580.746; 0.04223
581.007; 0.03974
581.268; 0.03741
581.529; 0.03439
581.79; 0.03231
582.051; 0.03115
582.312; 0.0294
582.573; 0.02702
582.834; 0.02556
583.095; 0.02468
583.356; 0.02279
583.617; 0.02058
583.878; 0.01963
584.139; 0.01894
584.4; 0.01742
584.661; 0.01677
584.922; 0.01549
585.183; 0.01476
585.444; 0.01495
585.705; 0.01498
585.966; 0.01324
586.227; 0.01207
586.488; 0.0124
586.749; 0.01217
587.01; 0.01039
587.271; 0.0097
587.532; 0.0097
587.793; 0.00892
588.054; 0.008
588.315; 0.00836
588.576; 0.00807
588.837; 0.00669
589.098; 0.00644
589.359; 0.00708
589.62; 0.0068
589.881; 0.00567
590.142; 0.00507
590.403; 0.00496
590.664; 0.005
590.925; 0.00508
591.186; 0.00476
591.447; 0.00404
