DIMITRI_DATE;REGION;SENSOR;PROCESSING_VERSION;YEAR;MONTH;DAY;DOY;DECIMAL_YEAR;FILENAME;ROI_COVER;NUM_ROI_PX;AUTO_CS;MANUAL_CS;AUX_DATA_1;AUX_DATA_2;AUX_DATA_3;AUX_DATA_4;AUX_DATA_5;AUX_DATA_6;AUX_DATA_7;AUX_DATA_8;AUX_DATA_9;AUX_DATA_10
17-OCT-2014;SPG;MERIS;3rd_Reprocessing;2011;  12;  30; 364;   2011.999452054806;MER_RR__1PRBCM20111230_191200_000000563110_00128_51435_0001.N1;  1;         2157.0; 0.012; -1;MER_RR__0PPLRA20111230_184816_000026153110_00128_51435_2741.N1;MER_INS_AXVACR20080826_192134_20020321_193100_20200101_000000;MER_CP1_AXVACR20091015_130410_20020321_193100_20200101_000000;MER_RAC_AXVACR20091008_180000_20061009_220000_20200101_000000;AUX_DEM_AXVIEC20031201_000000_20031201_000000_20200101_000000;MER_DRM_AXVIEC20020122_083343_20020101_000000_20200101_000000;AUX_LSM_AXVIEC20080218_104630_20020101_000000_20200101_000000;AUX_ECA_AXNECM20111230_182118_20111230_090000_20111230_210000;AUX_FRO_AXVPDS20120102_231513_20111229_221000_20120101_005000;AUX_ATT_AXVIEC20020924_131534_20020703_120000_20781231_235959
17-OCT-2014;SPG;MERIS;3rd_Reprocessing;2011;  12;  31; 365;   2012.002122843638;MER_RR__1PRBCM20111231_183546_000000563110_00142_51449_0001.N1;  1;         2137.0; 0.000; -1;MER_RR__0PPLRA20111231_181130_000026143110_00142_51449_3124.N1;MER_INS_AXVACR20080826_192134_20020321_193100_20200101_000000;MER_CP1_AXVACR20091015_130410_20020321_193100_20200101_000000;MER_RAC_AXVACR20091008_180000_20061009_220000_20200101_000000;AUX_DEM_AXVIEC20031201_000000_20031201_000000_20200101_000000;MER_DRM_AXVIEC20020122_083343_20020101_000000_20200101_000000;AUX_LSM_AXVIEC20080218_104630_20020101_000000_20200101_000000;AUX_ECA_AXNECM20120102_062115_20111231_150000_20120101_030000;AUX_FRO_AXVPDS20120103_111525_20111230_221000_20120102_005000;AUX_ATT_AXVIEC20020924_131534_20020703_120000_20781231_235959
16-OCT-2014;SPG;MERIS;3rd_Reprocessing;2012;   1;   2;   2;   2012.007631552323;MER_RR__1PRBCM20120102_190208_000000563110_00171_51478_0001.N1;  1;         2144.0; 0.902; -1;MER_RR__0PPLRA20120102_183811_000026143110_00171_51478_3810.N1;MER_INS_AXVACR20080826_192134_20020321_193100_20200101_000000;MER_CP1_AXVACR20091015_130410_20020321_193100_20200101_000000;MER_RAC_AXVACR20091008_180000_20061009_220000_20200101_000000;AUX_DEM_AXVIEC20031201_000000_20031201_000000_20200101_000000;MER_DRM_AXVIEC20020122_083343_20020101_000000_20200101_000000;AUX_LSM_AXVIEC20080218_104630_20020101_000000_20200101_000000;AUX_ECA_AXNECM20120104_062115_20120102_150000_20120103_030000;AUX_FRO_AXVPDS20120104_232115_20120101_221000_20120104_005000;AUX_ATT_AXVIEC20020924_131534_20020703_120000_20781231_235959
10-OCT-2014;SPG;MERIS;3rd_Reprocessing;2012;   1;   8;   8;   2012.023987521319;MER_RR__1PRBCM20120108_184223_000000563110_00257_51564_0001.N1;  1;         2140.0; 0.998; -1;MER_RR__0PPLRA20120108_181759_000026113110_00257_51564_5865.N1;MER_INS_AXVACR20080826_192134_20020321_193100_20200101_000000;MER_CP1_AXVACR20091015_130410_20020321_193100_20200101_000000;MER_RAC_AXVACR20091008_180000_20061009_220000_20200101_000000;AUX_DEM_AXVIEC20031201_000000_20031201_000000_20200101_000000;MER_DRM_AXVIEC20020122_083343_20020101_000000_20200101_000000;AUX_LSM_AXVIEC20080218_104630_20020101_000000_20200101_000000;AUX_ECA_AXNECM20120110_062113_20120108_150000_20120109_030000;AUX_FRO_AXVPDS20120110_232345_20120107_221000_20120110_005000;AUX_ATT_AXVIEC20020924_131534_20020703_120000_20781231_23595913-OCT-2014
16-OCT-2014;SPG;MERIS;3rd_Reprocessing;2012;   1;  11;  11;   2012.032165553315;MER_RR__1PRBCM20120111_183232_000000563110_00300_51607_0001.N1;  1;         2139.0; 0.931; -1;MER_RR__0PPLRA20120111_180750_000026103110_00300_51607_6823.N1;MER_INS_AXVACR20080826_192134_20020321_193100_20200101_000000;MER_CP1_AXVACR20091015_130410_20020321_193100_20200101_000000;MER_RAC_AXVACR20091008_180000_20061009_220000_20200101_000000;AUX_DEM_AXVIEC20031201_000000_20031201_000000_20200101_000000;MER_DRM_AXVIEC20020122_083343_20020101_000000_20200101_000000;AUX_LSM_AXVIEC20080218_104630_20020101_000000_20200101_000000;AUX_ECA_AXNECM20120113_062115_20120111_150000_20120112_030000;AUX_FRO_AXVPDS20120116_112020_20120110_221000_20120113_005000;AUX_ATT_AXVIEC20020924_131534_20020703_120000_20781231_235959
16-OCT-2014;SPG;MERIS;3rd_Reprocessing;2012;   1;  16;  16;   2012.045857999278;MER_RR__1PRBCM20120116_184900_000000563110_00372_51679_0001.N1;  1;         2142.0; 1.000; -1;MER_RR__0PPLRA20120116_182418_000026083110_00372_51679_8353.N1;MER_INS_AXVACR20080826_192134_20020321_193100_20200101_000000;MER_CP1_AXVACR20091015_130410_20020321_193100_20200101_000000;MER_RAC_AXVACR20091008_180000_20061009_220000_20200101_000000;AUX_DEM_AXVIEC20031201_000000_20031201_000000_20200101_000000;MER_DRM_AXVIEC20020122_083343_20020101_000000_20200101_000000;AUX_LSM_AXVIEC20080218_104630_20020101_000000_20200101_000000;AUX_ECA_AXNECM20120118_062115_20120116_150000_20120117_030000;AUX_FRO_AXVPDS20120118_232113_20120115_221000_20120118_005000;AUX_ATT_AXVIEC20020924_131534_20020703_120000_20781231_235959
16-OCT-2014;SPG;MERIS;3rd_Reprocessing;2012;   1;  21;  21;   2012.059550476906;MER_RR__1PRBCM20120121_190529_000000563111_00013_51751_0001.N1;  1;         2150.0; 0.059; -1;MER_RR__0PPLRA20120121_184042_000026063111_00013_51751_0241.N1;MER_INS_AXVACR20080826_192134_20020321_193100_20200101_000000;MER_CP1_AXVACR20091015_130410_20020321_193100_20200101_000000;MER_RAC_AXVACR20091008_180000_20061009_220000_20200101_000000;AUX_DEM_AXVIEC20031201_000000_20031201_000000_20200101_000000;MER_DRM_AXVIEC20020122_083343_20020101_000000_20200101_000000;AUX_LSM_AXVIEC20080218_104630_20020101_000000_20200101_000000;AUX_ECA_AXNECM20120123_062112_20120121_150000_20120122_030000;AUX_FRO_AXVPDS20120123_232114_20120120_221000_20120123_005000;AUX_ATT_AXVIEC20020924_131534_20020703_120000_20781231_235959
16-OCT-2014;SPG;MERIS;3rd_Reprocessing;2012;   1;  24;  24;   2012.067728413906;MER_RR__1PRBCM20120124_185535_000000563111_00056_51794_0001.N1;  1;         2146.0; 0.068; -1;MER_RR__0PPLRA20120124_183028_000026053111_00056_51794_1264.N1;MER_INS_AXVACR20080826_192134_20020321_193100_20200101_000000;MER_CP1_AXVACR20091015_130410_20020321_193100_20200101_000000;MER_RAC_AXVACR20091008_180000_20061009_220000_20200101_000000;AUX_DEM_AXVIEC20031201_000000_20031201_000000_20200101_000000;MER_DRM_AXVIEC20020122_083343_20020101_000000_20200101_000000;AUX_LSM_AXVIEC20080218_104630_20020101_000000_20200101_000000;AUX_ECA_AXNECM20120126_062114_20120124_150000_20120125_030000;AUX_FRO_AXVPDS20120127_232914_20120123_221000_20120126_005000;AUX_ATT_AXVIEC20020924_131534_20020703_120000_20781231_235959
16-OCT-2014;SPG;MERIS;3rd_Reprocessing;2012;   1;  29;  29;   2012.081420986529;MER_RR__1PRBCM20120129_191207_000000543111_00128_51866_0001.N1;  1;         2157.0; 0.569; -1;MER_RR__0PPLRA20120129_184646_000026033111_00128_51866_3787.N1;MER_INS_AXVACR20080826_192134_20020321_193100_20200101_000000;MER_CP1_AXVACR20091015_130410_20020321_193100_20200101_000000;MER_RAC_AXVACR20091008_180000_20061009_220000_20200101_000000;AUX_DEM_AXVIEC20031201_000000_20031201_000000_20200101_000000;MER_DRM_AXVIEC20020122_083343_20020101_000000_20200101_000000;AUX_LSM_AXVIEC20080218_104630_20020101_000000_20200101_000000;AUX_ECA_AXNECM20120131_062115_20120129_150000_20120130_030000;AUX_FRO_AXVPDS20120201_232157_20120128_221000_20120131_005000;AUX_ATT_AXVIEC20020924_131534_20020703_120000_20781231_235959
16-OCT-2014;SPG;MERIS;3rd_Reprocessing;2012;   1;  30;  30;   2012.084084383136;MER_RR__1PRBCM20120130_183550_000000563111_00142_51880_0001.N1;  1;         2136.0; 0.747; -1;MER_RR__0PPLRA20120130_180956_000026033111_00142_51880_3273.N1;MER_INS_AXVACR20080826_192134_20020321_193100_20200101_000000;MER_CP1_AXVACR20091015_130410_20020321_193100_20200101_000000;MER_RAC_AXVACR20091008_180000_20061009_220000_20200101_000000;AUX_DEM_AXVIEC20031201_000000_20031201_000000_20200101_000000;MER_DRM_AXVIEC20020122_083343_20020101_000000_20200101_000000;AUX_LSM_AXVIEC20080218_104630_20020101_000000_20200101_000000;AUX_ECA_AXNECM20120201_064157_20120130_150000_20120131_030000;AUX_FRO_AXVPDS20120201_232158_20120129_221000_20120201_005000;AUX_ATT_AXVIEC20020924_131534_20020703_120000_20781231_235959
16-OCT-2014;SPG;MERIS;3rd_Reprocessing;2012;   2;   1;  32;   2012.089598891865;MER_RR__1PRBCM20120201_190212_000000563111_00171_51909_0001.N1;  1;         2146.0; 0.061; -1;MER_RR__0PPLRA20120201_183629_000026023111_00171_51909_4549.N1;MER_INS_AXVACR20080826_192134_20020321_193100_20200101_000000;MER_CP1_AXVACR20091015_130410_20020321_193100_20200101_000000;MER_RAC_AXVACR20091008_180000_20061009_220000_20200101_000000;AUX_DEM_AXVIEC20031201_000000_20031201_000000_20200101_000000;MER_DRM_AXVIEC20020122_083343_20020101_000000_20200101_000000;AUX_LSM_AXVIEC20080218_104630_20020101_000000_20200101_000000;AUX_ECA_AXNECM20120203_062116_20120201_150000_20120202_030000;AUX_FRO_AXVPDS20120203_233117_20120131_221000_20120203_005000;AUX_ATT_AXVIEC20020924_131534_20020703_120000_20781231_235959
16-OCT-2014;SPG;MERIS;3rd_Reprocessing;2012;   2;   4;  35;   2012.097776892195;MER_RR__1PRBCM20120204_185220_000000563111_00214_51952_0001.N1;  1;         2143.0; 0.024; -1;MER_RR__0PPLRA20120204_182611_000026023111_00214_51952_5612.N1;MER_INS_AXVACR20080826_192134_20020321_193100_20200101_000000;MER_CP1_AXVACR20091015_130410_20020321_193100_20200101_000000;MER_RAC_AXVACR20091008_180000_20061009_220000_20200101_000000;AUX_DEM_AXVIEC20031201_000000_20031201_000000_20200101_000000;MER_DRM_AXVIEC20020122_083343_20020101_000000_20200101_000000;AUX_LSM_AXVIEC20080218_104630_20020101_000000_20200101_000000;AUX_ECA_AXNECM20120206_062113_20120204_150000_20120205_030000;AUX_FRO_AXVPDS20120206_232933_20120203_221000_20120206_005000;AUX_ATT_AXVIEC20020924_131534_20020703_120000_20781231_235959
16-OCT-2014;SPG;MERIS;3rd_Reprocessing;2012;   2;   7;  38;   2012.105954829196;MER_RR__1PRBCM20120207_184226_000000563111_00257_51995_0001.N1;  1;         2141.0; 0.888; -1;MER_RR__0PPLRA20120207_181552_000026013111_00257_51995_6634.N1;MER_INS_AXVACR20080826_192134_20020321_193100_20200101_000000;MER_CP1_AXVACR20091015_130410_20020321_193100_20200101_000000;MER_RAC_AXVACR20091008_180000_20061009_220000_20200101_000000;AUX_DEM_AXVIEC20031201_000000_20031201_000000_20200101_000000;MER_DRM_AXVIEC20020122_083343_20020101_000000_20200101_000000;AUX_LSM_AXVIEC20080218_104630_20020101_000000_20200101_000000;AUX_ECA_AXNECM20120209_062116_20120207_150000_20120208_030000;AUX_FRO_AXVPDS20120210_113103_20120206_221000_20120209_005000;AUX_ATT_AXVIEC20020924_131534_20020703_120000_20781231_235959
